GEO.id,GEO.id2,GEO.display-label,HD01_VD01,HD02_VD01,HD01_VD02,HD02_VD02,HD01_VD03,HD02_VD03,HD01_VD04,HD02_VD04,HD01_VD05,HD02_VD05,HD01_VD06,HD02_VD06,HD01_VD07,HD02_VD07,HD01_VD08,HD02_VD08,HD01_VD09,HD02_VD09,HD01_VD10,HD02_VD10,HD01_VD11,HD02_VD11,HD01_VD12,HD02_VD12,HD01_VD13,HD02_VD13,HD01_VD14,HD02_VD14,HD01_VD15,HD02_VD15,HD01_VD16,HD02_VD16,HD01_VD17,HD02_VD17,HD01_VD18,HD02_VD18,HD01_VD19,HD02_VD19,HD01_VD20,HD02_VD20
1500000US360610008005,360610008005,"Block Group 5, Census Tract 8, New York County, New York",567,150,452,152,149,114,15,23,0,11,134,111,303,138,115,56,47,44,17,28,0,11,0,11,17,28,30,34,68,41,29,33,0,11,0,11,29,33,39,36
1500000US360610008006,360610008006,"Block Group 6, Census Tract 8, New York County, New York",255,120,157,85,29,34,0,11,0,11,29,34,128,84,98,97,40,64,40,64,0,11,0,11,40,64,0,11,58,68,25,40,0,11,0,11,25,40,33,54
1500000US360610009000,360610009000,"Block Group 0, Census Tract 9, New York County, New York",0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11
1500000US360610009001,360610009001,"Block Group 1, Census Tract 9, New York County, New York",385,69,319,77,112,51,56,34,16,17,40,36,207,69,66,42,10,10,8,9,8,9,0,11,0,11,2,3,56,40,23,24,14,19,0,11,9,11,33,32
1500000US360610009002,360610009002,"Block Group 2, Census Tract 9, New York County, New York",0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11
1500000US360610010010,360610010010,"Block Group 0, Census Tract 10.01, New York County, New York",0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11
1500000US360610010011,360610010011,"Block Group 1, Census Tract 10.01, New York County, New York",360,76,282,75,128,43,70,40,17,17,41,31,154,63,78,39,4,7,0,11,0,11,0,11,0,11,4,7,74,40,23,28,0,11,0,11,23,28,51,29
1500000US360610010020,360610010020,"Block Group 0, Census Tract 10.02, New York County, New York",0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11
1500000US360610010021,360610010021,"Block Group 1, Census Tract 10.02, New York County, New York",569,167,96,53,0,11,0,11,0,11,0,11,96,53,473,162,56,82,56,82,0,11,56,82,0,11,0,11,417,154,249,143,54,90,21,36,174,121,168,84
1500000US360610010022,360610010022,"Block Group 2, Census Tract 10.02, New York County, New York",377,150,187,100,30,47,0,11,30,47,0,11,157,96,190,136,41,41,0,11,0,11,0,11,0,11,41,41,149,133,72,117,0,11,0,11,72,117,77,57
1500000US360610010023,360610010023,"Block Group 3, Census Tract 10.02, New York County, New York",554,179,46,40,22,26,0,11,11,18,11,18,24,28,508,176,105,84,0,11,0,11,0,11,0,11,105,84,403,171,268,161,198,132,0,11,70,76,135,78
1500000US360610012001,360610012001,"Block Group 1, Census Tract 12, New York County, New York",435,113,230,91,29,25,19,21,0,11,10,18,201,83,205,85,32,24,0,11,0,11,0,11,0,11,32,24,173,83,57,52,0,11,0,11,57,52,116,61
1500000US360610012002,360610012002,"Block Group 2, Census Tract 12, New York County, New York",179,77,170,76,102,69,56,55,12,19,34,40,68,39,9,15,9,15,0,11,0,11,0,11,0,11,9,15,0,11,0,11,0,11,0,11,0,11,0,11
1500000US360610012003,360610012003,"Block Group 3, Census Tract 12, New York County, New York",264,80,180,60,132,53,59,37,15,19,58,35,48,28,84,56,54,48,43,46,0,11,0,11,43,46,11,19,30,26,30,26,10,15,0,11,20,23,0,11
1500000US360610013001,360610013001,"Block Group 1, Census Tract 13, New York County, New York",349,121,258,99,122,59,118,57,4,21,0,11,136,84,91,76,46,53,21,36,21,36,0,11,0,11,25,40,45,44,45,44,17,27,0,11,28,35,0,11
1500000US360610013002,360610013002,"Block Group 2, Census Tract 13, New York County, New York",276,119,220,101,76,64,0,11,0,11,76,64,144,83,56,69,46,68,0,11,0,11,0,11,0,11,46,68,10,17,0,11,0,11,0,11,0,11,10,17
1500000US360610014011,360610014011,"Block Group 1, Census Tract 14.01, New York County, New York",377,103,307,93,136,70,48,42,5,9,83,61,171,62,70,52,0,11,0,11,0,11,0,11,0,11,0,11,70,52,8,14,0,11,0,11,8,14,62,50
1500000US360610014012,360610014012,"Block Group 2, Census Tract 14.01, New York County, New York",396,85,299,73,67,35,44,30,8,13,15,16,232,72,97,52,18,22,0,11,0,11,0,11,0,11,18,22,79,49,17,19,8,13,0,11,9,14,62,45
1500000US360610014021,360610014021,"Block Group 1, Census Tract 14.02, New York County, New York",300,102,231,93,26,28,0,11,12,18,14,23,205,89,69,45,18,18,0,11,0,11,0,11,0,11,18,18,51,40,18,27,0,11,0,11,18,27,33,28
1500000US360610014022,360610014022,"Block Group 2, Census Tract 14.02, New York County, New York",286,80,117,66,51,42,18,28,0,11,33,31,66,51,169,65,58,47,0,11,0,11,0,11,0,11,58,47,111,52,43,39,8,13,0,11,35,36,68,43
1500000US360610015010,360610015010,"Block Group 0, Census Tract 15.01, New York County, New York",0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11
1500000US360610015011,360610015011,"Block Group 1, Census Tract 15.01, New York County, New York",411,171,334,128,113,89,34,50,10,16,69,70,221,97,77,87,63,83,0,11,0,11,0,11,0,11,63,83,14,21,14,21,0,11,0,11,14,21,0,11
1500000US360610015012,360610015012,"Block Group 2, Census Tract 15.01, New York County, New York",668,169,521,160,190,132,124,115,21,31,45,49,331,113,147,74,47,46,0,11,0,11,0,11,0,11,47,46,100,59,18,28,0,11,0,11,18,28,82,52
1500000US360610015013,360610015013,"Block Group 3, Census Tract 15.01, New York County, New York",190,98,157,92,0,11,0,11,0,11,0,11,157,92,33,38,22,34,0,11,0,11,0,11,0,11,22,34,11,18,11,18,0,11,0,11,11,18,0,11
1500000US360610015020,360610015020,"Block Group 0, Census Tract 15.02, New York County, New York",0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11
1500000US360610015021,360610015021,"Block Group 1, Census Tract 15.02, New York County, New York",437,117,383,111,179,89,122,83,27,33,30,32,204,83,54,50,17,29,17,29,0,11,0,11,17,29,0,11,37,38,31,37,0,11,0,11,31,37,6,11
1500000US360610015022,360610015022,"Block Group 2, Census Tract 15.02, New York County, New York",561,182,507,168,144,75,110,72,21,26,13,21,363,168,54,57,44,55,0,11,0,11,0,11,0,11,44,55,10,16,0,11,0,11,0,11,0,11,10,16
1500000US360610015023,360610015023,"Block Group 3, Census Tract 15.02, New York County, New York",0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11
1500000US360610016001,360610016001,"Block Group 1, Census Tract 16, New York County, New York",598,161,435,166,106,105,62,99,0,11,44,59,329,122,163,73,43,47,0,11,0,11,0,11,0,11,43,47,120,60,0,11,0,11,0,11,0,11,120,60
1500000US360610016002,360610016002,"Block Group 2, Census Tract 16, New York County, New York",159,70,73,55,15,24,0,11,0,11,15,24,58,49,86,61,30,26,14,24,0,11,14,24,0,11,16,26,56,56,11,18,0,11,0,11,11,18,45,53
1500000US360610016003,360610016003,"Block Group 3, Census Tract 16, New York County, New York",384,167,245,138,134,88,0,11,19,29,115,83,111,106,139,114,58,84,52,83,0,11,0,11,52,83,6,22,81,79,45,70,0,11,0,11,45,70,36,39
1500000US360610016004,360610016004,"Block Group 4, Census Tract 16, New York County, New York",267,128,222,122,73,90,54,86,0,11,19,36,149,83,45,58,0,11,0,11,0,11,0,11,0,11,0,11,45,58,10,27,0,11,0,11,10,27,35,56
1500000US360610016005,360610016005,"Block Group 5, Census Tract 16, New York County, New York",189,99,155,92,95,81,18,28,0,11,77,78,60,55,34,39,16,26,16,26,0,11,0,11,16,26,0,11,18,29,0,11,0,11,0,11,0,11,18,29
1500000US360610018001,360610018001,"Block Group 1, Census Tract 18, New York County, New York",231,99,191,98,71,45,0,11,25,40,46,46,120,89,40,35,0,11,0,11,0,11,0,11,0,11,0,11,40,35,26,28,13,20,13,23,0,11,14,21
1500000US360610018002,360610018002,"Block Group 2, Census Tract 18, New York County, New York",51,53,37,47,0,11,0,11,0,11,0,11,37,47,14,23,14,23,0,11,0,11,0,11,0,11,14,23,0,11,0,11,0,11,0,11,0,11,0,11
1500000US360610018003,360610018003,"Block Group 3, Census Tract 18, New York County, New York",139,83,120,75,39,44,0,11,0,11,39,44,81,64,19,30,19,30,19,30,0,11,0,11,19,30,0,11,0,11,0,11,0,11,0,11,0,11,0,11
1500000US360610018004,360610018004,"Block Group 4, Census Tract 18, New York County, New York",144,100,84,79,21,40,0,11,0,11,21,40,63,61,60,72,0,11,0,11,0,11,0,11,0,11,0,11,60,72,0,11,0,11,0,11,0,11,60,72
1500000US360610018005,360610018005,"Block Group 5, Census Tract 18, New York County, New York",202,123,101,69,7,13,0,11,0,11,7,13,94,68,101,107,101,107,0,11,0,11,0,11,0,11,101,107,0,11,0,11,0,11,0,11,0,11,0,11
1500000US360610018006,360610018006,"Block Group 6, Census Tract 18, New York County, New York",357,107,296,113,95,87,0,11,1,17,94,85,201,92,61,62,0,11,0,11,0,11,0,11,0,11,0,11,61,62,0,11,0,11,0,11,0,11,61,62
1500000US360610018007,360610018007,"Block Group 7, Census Tract 18, New York County, New York",146,79,33,35,23,27,0,11,10,17,13,22,10,20,113,74,35,41,0,11,0,11,0,11,0,11,35,41,78,75,0,11,0,11,0,11,0,11,78,75
1500000US360610020000,360610020000,"Block Group 0, Census Tract 20, New York County, New York",0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11
1500000US360610020001,360610020001,"Block Group 1, Census Tract 20, New York County, New York",532,142,196,83,69,56,0,11,0,11,69,56,127,68,336,118,31,45,0,11,0,11,0,11,0,11,31,45,305,108,129,76,37,57,33,38,59,42,176,73
1500000US360610020002,360610020002,"Block Group 2, Census Tract 20, New York County, New York",429,105,80,41,49,39,14,19,0,11,35,33,31,23,349,106,9,15,0,11,0,11,0,11,0,11,9,15,340,105,150,77,10,16,33,34,107,72,190,85
1500000US360610020003,360610020003,"Block Group 3, Census Tract 20, New York County, New York",132,52,46,40,19,27,0,11,0,11,19,27,27,28,86,44,0,11,0,11,0,11,0,11,0,11,0,11,86,44,14,16,8,13,0,11,6,9,72,45
1500000US360610021001,360610021001,"Block Group 1, Census Tract 21, New York County, New York",828,161,793,155,376,123,140,68,41,47,195,114,417,122,35,41,0,11,0,11,0,11,0,11,0,11,0,11,35,41,35,41,18,31,0,11,17,28,0,11
1500000US360610021002,360610021002,"Block Group 2, Census Tract 21, New York County, New York",746,142,668,141,427,101,168,84,51,44,208,86,241,112,78,54,0,11,0,11,0,11,0,11,0,11,0,11,78,54,56,51,0,11,0,11,56,51,22,25
1500000US360610022011,360610022011,"Block Group 1, Census Tract 22.01, New York County, New York",307,118,84,57,0,11,0,11,0,11,0,11,84,57,223,115,74,79,59,74,13,21,0,11,46,71,15,24,149,92,41,52,0,11,0,11,41,52,108,77
1500000US360610022012,360610022012,"Block Group 2, Census Tract 22.01, New York County, New York",129,73,84,55,0,11,0,11,0,11,0,11,84,55,45,49,0,11,0,11,0,11,0,11,0,11,0,11,45,49,0,11,0,11,0,11,0,11,45,49
1500000US360610022013,360610022013,"Block Group 3, Census Tract 22.01, New York County, New York",448,128,117,82,56,59,0,11,34,49,22,36,61,51,331,130,64,75,44,69,44,69,0,11,0,11,20,31,267,115,124,73,39,51,0,11,85,57,143,95
1500000US360610022014,360610022014,"Block Group 4, Census Tract 22.01, New York County, New York",734,149,447,142,49,49,17,26,14,24,18,31,398,137,287,109,88,56,9,15,9,15,0,11,0,11,79,51,199,95,49,50,0,11,0,11,49,50,150,82
1500000US360610022021,360610022021,"Block Group 1, Census Tract 22.02, New York County, New York",332,66,227,72,36,35,8,14,0,11,28,31,191,67,105,56,26,32,17,30,0,11,0,11,17,30,9,13,79,59,65,56,51,61,0,11,14,27,14,16
1500000US360610024000,360610024000,"Block Group 0, Census Tract 24, New York County, New York",0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11
1500000US360610024001,360610024001,"Block Group 1, Census Tract 24, New York County, New York",953,171,293,104,115,68,39,39,0,11,76,63,178,80,660,161,15,18,0,11,0,11,0,11,0,11,15,18,645,164,197,128,0,11,48,66,149,132,448,156
1500000US360610024002,360610024002,"Block Group 2, Census Tract 24, New York County, New York",431,116,240,99,35,43,0,11,0,11,35,43,205,93,191,92,34,33,0,11,0,11,0,11,0,11,34,33,157,90,49,56,14,22,28,50,7,11,108,76
1500000US360610025000,360610025000,"Block Group 0, Census Tract 25, New York County, New York",0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11
1500000US360610025001,360610025001,"Block Group 1, Census Tract 25, New York County, New York",816,157,349,113,72,63,0,11,0,11,72,63,277,94,467,138,69,70,53,69,0,11,15,28,38,60,16,17,398,122,206,117,16,26,0,11,190,116,192,92
1500000US360610025002,360610025002,"Block Group 2, Census Tract 25, New York County, New York",141,111,32,30,0,11,0,11,0,11,0,11,32,30,109,104,20,33,0,11,0,11,0,11,0,11,20,33,89,114,0,11,0,11,0,11,0,11,89,114
1500000US360610025003,360610025003,"Block Group 3, Census Tract 25, New York County, New York",384,145,168,78,36,42,0,11,0,11,36,42,132,68,216,128,92,95,58,86,0,11,0,11,58,86,34,49,124,86,52,51,0,11,6,10,46,50,72,60
1500000US360610026011,360610026011,"Block Group 1, Census Tract 26.01, New York County, New York",378,94,219,81,110,68,36,43,7,12,67,55,109,56,159,60,56,40,28,23,0,11,2,6,26,22,28,36,103,48,63,38,15,18,3,6,45,32,40,30
1500000US360610026012,360610026012,"Block Group 2, Census Tract 26.01, New York County, New York",473,96,241,82,74,60,0,11,3,5,71,59,167,61,232,86,69,51,21,33,21,33,0,11,0,11,48,46,163,72,39,43,0,11,8,14,31,40,124,70
1500000US360610026021,360610026021,"Block Group 1, Census Tract 26.02, New York County, New York",296,97,174,85,44,42,2,8,9,14,33,40,130,83,122,76,31,49,0,11,0,11,0,11,0,11,31,49,91,56,59,48,17,27,0,11,42,40,32,42
1500000US360610026022,360610026022,"Block Group 2, Census Tract 26.02, New York County, New York",550,152,364,146,113,82,7,28,0,11,106,90,251,109,186,94,72,86,51,80,0,11,0,11,51,80,21,35,114,91,32,52,0,11,0,11,32,52,82,75
1500000US360610027001,360610027001,"Block Group 1, Census Tract 27, New York County, New York",353,59,225,50,56,36,37,32,0,11,19,15,169,51,128,53,27,29,23,29,6,10,0,11,17,27,4,7,101,51,21,22,0,11,0,11,21,22,80,44
1500000US360610028001,360610028001,"Block Group 1, Census Tract 28, New York County, New York",335,152,97,73,22,30,0,11,0,11,22,30,75,67,238,134,79,94,59,89,59,89,0,11,0,11,20,31,159,111,112,82,22,30,12,23,78,85,47,78
1500000US360610028002,360610028002,"Block Group 2, Census Tract 28, New York County, New York",280,128,178,101,6,18,0,11,0,11,6,18,172,102,102,87,0,11,0,11,0,11,0,11,0,11,0,11,102,87,64,78,0,11,0,11,64,78,38,39
1500000US360610028003,360610028003,"Block Group 3, Census Tract 28, New York County, New York",348,125,71,45,19,22,10,17,0,11,9,14,52,38,277,110,38,60,38,60,0,11,38,60,0,11,0,11,239,95,91,60,0,11,0,11,91,60,148,93
1500000US360610028004,360610028004,"Block Group 4, Census Tract 28, New York County, New York",605,177,262,116,60,43,8,16,0,11,52,40,202,110,343,127,41,57,41,57,0,11,0,11,41,57,0,11,302,116,131,95,0,11,14,23,117,96,171,111
1500000US360610029001,360610029001,"Block Group 1, Census Tract 29, New York County, New York",125,58,108,59,14,22,14,22,0,11,0,11,94,55,17,27,0,11,0,11,0,11,0,11,0,11,0,11,17,27,0,11,0,11,0,11,0,11,17,27
1500000US360610029002,360610029002,"Block Group 2, Census Tract 29, New York County, New York",495,153,369,132,191,128,73,83,42,66,76,73,178,92,126,96,87,84,0,11,0,11,0,11,0,11,87,84,39,46,0,11,0,11,0,11,0,11,39,46
1500000US360610029003,360610029003,"Block Group 3, Census Tract 29, New York County, New York",307,103,156,80,21,32,21,32,0,11,0,11,135,74,151,91,70,58,32,38,0,11,0,11,32,38,38,43,81,71,21,31,0,11,0,11,21,31,60,66
1500000US360610029004,360610029004,"Block Group 4, Census Tract 29, New York County, New York",200,101,110,78,37,60,37,60,0,11,0,11,73,48,90,67,0,11,0,11,0,11,0,11,0,11,0,11,90,67,0,11,0,11,0,11,0,11,90,67
1500000US360610030011,360610030011,"Block Group 1, Census Tract 30.01, New York County, New York",101,73,50,44,23,32,0,11,0,11,23,32,27,30,51,55,39,51,0,11,0,11,0,11,0,11,39,51,12,20,0,11,0,11,0,11,0,11,12,20
1500000US360610030012,360610030012,"Block Group 2, Census Tract 30.01, New York County, New York",57,43,42,36,10,18,0,11,0,11,10,18,32,35,15,24,15,24,0,11,0,11,0,11,0,11,15,24,0,11,0,11,0,11,0,11,0,11,0,11
