GEO.id,GEO.id2,GEO.display-label,HD01_VD01,HD02_VD01,HD01_VD02,HD02_VD02,HD01_VD03,HD02_VD03,HD01_VD04,HD02_VD04,HD01_VD05,HD02_VD05,HD01_VD06,HD02_VD06,HD01_VD07,HD02_VD07,HD01_VD08,HD02_VD08,HD01_VD09,HD02_VD09,HD01_VD10,HD02_VD10,HD01_VD11,HD02_VD11,HD01_VD12,HD02_VD12,HD01_VD13,HD02_VD13,HD01_VD14,HD02_VD14,HD01_VD15,HD02_VD15,HD01_VD16,HD02_VD16,HD01_VD17,HD02_VD17,HD01_VD18,HD02_VD18,HD01_VD19,HD02_VD19,HD01_VD20,HD02_VD20
1500000US360610002025,360610002025,"Block Group 5, Census Tract 2.02, New York County, New York",278,171,228,171,0,11,18,29,16,25,174,167,20,34,50,50,0,11,0,11,0,11,0,11,0,11,0,11,50,50,21,35,18,31,0,11,11,18,0,11
1500000US360610005000,360610005000,"Block Group 0, Census Tract 5, New York County, New York",0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11
1500000US360610005001,360610005001,"Block Group 1, Census Tract 5, New York County, New York",0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11
1500000US360610005002,360610005002,"Block Group 2, Census Tract 5, New York County, New York",0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11
1500000US360610006000,360610006000,"Block Group 0, Census Tract 6, New York County, New York",0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11
1500000US360610006001,360610006001,"Block Group 1, Census Tract 6, New York County, New York",161,146,161,146,105,131,0,11,0,11,0,11,56,89,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11
1500000US360610006002,360610006002,"Block Group 2, Census Tract 6, New York County, New York",511,301,121,137,0,11,0,11,0,11,62,69,59,68,390,263,0,11,0,11,0,11,0,11,0,11,0,11,390,263,22,37,24,41,17,30,0,11,327,242
1500000US360610006003,360610006003,"Block Group 3, Census Tract 6, New York County, New York",143,164,143,164,0,11,0,11,0,11,26,42,117,134,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11
1500000US360610006004,360610006004,"Block Group 4, Census Tract 6, New York County, New York",148,240,148,240,0,11,33,54,0,11,28,45,87,142,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11
1500000US360610006005,360610006005,"Block Group 5, Census Tract 6, New York County, New York",997,817,194,180,89,177,0,11,0,11,0,11,105,92,803,797,0,11,0,11,0,11,0,11,0,11,0,11,803,797,0,11,0,11,127,158,205,347,471,478
1500000US360610006006,360610006006,"Block Group 6, Census Tract 6, New York County, New York",186,246,186,246,76,116,87,130,0,11,23,38,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11
1500000US360610007000,360610007000,"Block Group 0, Census Tract 7, New York County, New York",0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11
1500000US360610007001,360610007001,"Block Group 1, Census Tract 7, New York County, New York",894,407,840,404,132,109,141,139,145,124,308,180,114,70,54,62,28,43,0,16,28,43,0,16,0,16,0,16,26,45,26,45,0,16,0,16,0,16,0,16
1500000US360610007002,360610007002,"Block Group 2, Census Tract 7, New York County, New York",0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11
1500000US360610008000,360610008000,"Block Group 0, Census Tract 8, New York County, New York",0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11
1500000US360610008001,360610008001,"Block Group 1, Census Tract 8, New York County, New York",147,98,27,43,0,11,0,11,0,11,0,11,27,43,120,102,0,11,0,11,0,11,0,11,0,11,0,11,120,102,0,11,0,11,0,11,12,20,108,96
1500000US360610008002,360610008002,"Block Group 2, Census Tract 8, New York County, New York",237,166,186,176,0,11,39,61,15,24,61,61,71,59,51,61,0,11,0,11,0,11,0,11,0,11,0,11,51,61,16,26,0,11,0,11,35,56,0,11
1500000US360610008003,360610008003,"Block Group 3, Census Tract 8, New York County, New York",398,205,156,145,0,11,0,11,0,11,106,110,50,57,242,164,24,36,0,11,0,11,0,11,24,36,0,11,218,157,0,11,20,35,56,53,121,105,21,25
1500000US360610008004,360610008004,"Block Group 4, Census Tract 8, New York County, New York",285,146,191,169,17,26,14,24,32,52,55,76,73,80,94,92,38,58,0,11,0,11,0,11,19,29,19,29,56,67,0,11,0,11,0,11,12,20,44,65
1500000US360610008005,360610008005,"Block Group 5, Census Tract 8, New York County, New York",228,147,188,144,0,11,15,24,14,22,93,105,66,74,40,39,13,23,0,11,0,11,0,11,0,11,13,23,27,32,0,11,0,11,0,11,16,25,11,18
1500000US360610008006,360610008006,"Block Group 6, Census Tract 8, New York County, New York",85,78,26,30,0,11,0,11,0,11,0,11,26,30,59,73,36,58,0,11,0,11,0,11,0,11,36,58,23,38,0,11,0,11,0,11,23,38,0,11
1500000US360610009000,360610009000,"Block Group 0, Census Tract 9, New York County, New York",0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11
1500000US360610009001,360610009001,"Block Group 1, Census Tract 9, New York County, New York",234,75,195,80,92,43,22,20,4,8,46,32,31,28,39,34,7,7,0,11,3,4,4,6,0,11,0,11,32,32,24,29,0,11,0,11,0,11,8,10
1500000US360610009002,360610009002,"Block Group 2, Census Tract 9, New York County, New York",0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11
1500000US360610010010,360610010010,"Block Group 0, Census Tract 10.01, New York County, New York",0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11
1500000US360610010011,360610010011,"Block Group 1, Census Tract 10.01, New York County, New York",226,74,206,71,14,15,70,47,34,29,61,38,27,30,20,25,0,11,0,11,0,11,0,11,0,11,0,11,20,25,0,11,0,11,0,11,20,25,0,11
1500000US360610010020,360610010020,"Block Group 0, Census Tract 10.02, New York County, New York",0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11
1500000US360610010021,360610010021,"Block Group 1, Census Tract 10.02, New York County, New York",549,279,0,11,0,11,0,11,0,11,0,11,0,11,549,279,144,212,0,11,80,118,0,11,0,11,64,94,405,271,25,44,0,11,53,88,58,71,269,201
1500000US360610010022,360610010022,"Block Group 2, Census Tract 10.02, New York County, New York",157,187,91,138,31,47,35,52,0,11,25,39,0,11,66,107,0,11,0,11,0,11,0,11,0,11,0,11,66,107,0,11,0,11,0,11,0,11,66,107
1500000US360610010023,360610010023,"Block Group 3, Census Tract 10.02, New York County, New York",476,248,59,71,0,11,0,11,11,18,36,44,12,20,417,241,0,11,0,11,0,11,0,11,0,11,0,11,417,241,201,126,0,11,132,130,0,11,84,88
1500000US360610012001,360610012001,"Block Group 1, Census Tract 12, New York County, New York",147,101,39,39,19,22,0,11,0,11,0,11,20,35,108,102,0,11,0,11,0,11,0,11,0,11,0,11,108,102,0,11,0,11,0,11,30,32,78,89
1500000US360610012002,360610012002,"Block Group 2, Census Tract 12, New York County, New York",132,82,132,82,37,61,19,21,17,20,44,42,15,24,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11
1500000US360610012003,360610012003,"Block Group 3, Census Tract 12, New York County, New York",293,106,215,93,36,25,20,23,49,34,78,44,32,25,78,55,39,42,0,11,0,11,0,11,39,42,0,11,39,34,0,11,12,18,0,11,19,20,8,13
1500000US360610013001,360610013001,"Block Group 1, Census Tract 13, New York County, New York",312,137,250,127,174,110,73,46,0,11,3,20,0,11,62,56,18,30,0,11,0,11,18,30,0,11,0,11,44,40,20,30,0,11,0,11,0,11,24,28
1500000US360610013002,360610013002,"Block Group 2, Census Tract 13, New York County, New York",181,163,181,163,0,11,0,11,0,11,51,74,130,163,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11
1500000US360610014011,360610014011,"Block Group 1, Census Tract 14.01, New York County, New York",283,156,276,155,35,27,43,44,20,33,89,91,89,78,7,13,0,11,0,11,0,11,0,11,0,11,0,11,7,13,0,11,0,11,0,11,0,11,7,13
1500000US360610014012,360610014012,"Block Group 2, Census Tract 14.01, New York County, New York",114,49,87,48,37,30,20,22,0,11,16,17,14,21,27,30,0,11,0,11,0,11,0,11,0,11,0,11,27,30,10,15,0,11,0,11,8,13,9,13
1500000US360610014021,360610014021,"Block Group 1, Census Tract 14.02, New York County, New York",67,64,52,58,13,21,0,11,11,17,15,20,13,19,15,24,0,11,0,11,0,11,0,11,0,11,0,11,15,24,0,11,0,11,0,11,0,11,15,24
1500000US360610014022,360610014022,"Block Group 2, Census Tract 14.02, New York County, New York",127,86,83,76,27,41,0,11,0,11,4,17,52,62,44,40,0,11,0,11,0,11,0,11,0,11,0,11,44,40,0,11,10,16,0,11,16,26,18,23
1500000US360610015010,360610015010,"Block Group 0, Census Tract 15.01, New York County, New York",0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11
1500000US360610015011,360610015011,"Block Group 1, Census Tract 15.01, New York County, New York",180,134,168,133,34,51,11,18,0,11,48,54,75,89,12,18,0,11,0,11,0,11,0,11,0,11,0,11,12,18,0,11,0,11,0,11,12,18,0,11
1500000US360610015012,360610015012,"Block Group 2, Census Tract 15.01, New York County, New York",248,160,232,158,152,138,21,34,0,11,43,45,16,25,16,26,0,11,0,11,0,11,0,11,0,11,0,11,16,26,0,11,0,11,0,11,16,26,0,11
1500000US360610015013,360610015013,"Block Group 3, Census Tract 15.01, New York County, New York",18,32,0,11,0,11,0,11,0,11,0,11,0,11,18,32,0,11,0,11,0,11,0,11,0,11,0,11,18,32,0,11,0,11,0,11,9,16,9,16
1500000US360610015020,360610015020,"Block Group 0, Census Tract 15.02, New York County, New York",0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11
1500000US360610015021,360610015021,"Block Group 1, Census Tract 15.02, New York County, New York",363,169,317,170,114,89,105,98,15,23,39,29,44,46,46,48,18,30,0,11,0,11,0,11,18,30,0,11,28,35,0,11,0,11,0,11,17,28,11,18
1500000US360610015022,360610015022,"Block Group 2, Census Tract 15.02, New York County, New York",232,119,232,119,147,81,14,21,20,25,39,49,12,21,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11
1500000US360610015023,360610015023,"Block Group 3, Census Tract 15.02, New York County, New York",0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11
1500000US360610016001,360610016001,"Block Group 1, Census Tract 16, New York County, New York",174,205,174,205,71,110,62,98,0,11,0,11,41,53,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11
1500000US360610016002,360610016002,"Block Group 2, Census Tract 16, New York County, New York",79,79,30,50,0,11,0,11,0,11,16,26,14,24,49,60,28,47,0,11,15,26,0,11,13,21,0,11,21,35,0,11,0,11,0,11,0,11,21,35
1500000US360610016003,360610016003,"Block Group 3, Census Tract 16, New York County, New York",364,238,246,199,0,11,0,11,18,29,110,119,118,100,118,136,42,67,0,11,0,11,0,11,0,11,42,67,76,119,0,11,0,11,0,11,0,11,76,119
1500000US360610016004,360610016004,"Block Group 4, Census Tract 16, New York County, New York",133,137,106,117,63,101,0,11,0,11,18,33,25,40,27,68,0,11,0,11,0,11,0,11,0,11,0,11,27,68,0,11,0,11,0,11,19,47,8,21
1500000US360610016005,360610016005,"Block Group 5, Census Tract 16, New York County, New York",225,197,211,195,22,35,0,11,16,26,110,124,63,64,14,24,14,24,0,11,0,11,0,11,14,24,0,11,0,11,0,11,0,11,0,11,0,11,0,11
1500000US360610018001,360610018001,"Block Group 1, Census Tract 18, New York County, New York",189,159,114,109,25,42,2,11,21,35,40,48,26,32,75,114,0,11,0,11,0,11,0,11,0,11,0,11,75,114,18,33,18,33,12,19,27,49,0,11
1500000US360610018002,360610018002,"Block Group 2, Census Tract 18, New York County, New York",0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11
1500000US360610018003,360610018003,"Block Group 3, Census Tract 18, New York County, New York",70,66,51,59,0,11,0,11,0,11,28,41,23,36,19,30,19,30,0,11,0,11,0,11,0,11,19,30,0,11,0,11,0,11,0,11,0,11,0,11
1500000US360610018004,360610018004,"Block Group 4, Census Tract 18, New York County, New York",34,65,34,65,0,11,0,11,0,11,0,11,34,65,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11
1500000US360610018005,360610018005,"Block Group 5, Census Tract 18, New York County, New York",6,12,6,12,0,11,0,11,0,11,6,12,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11
1500000US360610018006,360610018006,"Block Group 6, Census Tract 18, New York County, New York",117,109,117,109,0,11,1,21,0,11,48,73,68,71,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11
1500000US360610018007,360610018007,"Block Group 7, Census Tract 18, New York County, New York",72,95,72,95,22,39,0,11,0,11,10,17,40,50,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11
1500000US360610020000,360610020000,"Block Group 0, Census Tract 20, New York County, New York",0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11
1500000US360610020001,360610020001,"Block Group 1, Census Tract 20, New York County, New York",303,148,91,80,0,11,0,11,0,11,23,35,68,55,212,127,0,11,0,11,0,11,0,11,0,11,0,11,212,127,44,50,49,76,0,11,84,69,35,32
1500000US360610020002,360610020002,"Block Group 2, Census Tract 20, New York County, New York",395,171,71,59,18,22,9,16,0,11,0,11,44,48,324,164,0,11,0,11,0,11,0,11,0,11,0,11,324,164,35,38,40,38,0,11,89,70,160,104
1500000US360610020003,360610020003,"Block Group 3, Census Tract 20, New York County, New York",37,34,19,28,0,11,0,11,0,11,19,28,0,11,18,20,0,11,0,11,0,11,0,11,0,11,0,11,18,20,12,18,0,11,0,11,6,9,0,11
1500000US360610021001,360610021001,"Block Group 1, Census Tract 21, New York County, New York",705,222,672,222,158,96,41,44,58,48,220,121,195,163,33,39,0,11,0,11,0,11,0,11,0,11,0,11,33,39,0,11,19,32,0,11,14,24,0,11
1500000US360610021002,360610021002,"Block Group 2, Census Tract 21, New York County, New York",821,177,751,178,251,111,102,91,45,42,211,94,142,75,70,67,0,11,0,11,0,11,0,11,0,11,0,11,70,67,0,11,0,11,0,11,55,63,15,24
1500000US360610022011,360610022011,"Block Group 1, Census Tract 22.01, New York County, New York",195,164,0,11,0,11,0,11,0,11,0,11,0,11,195,164,75,97,0,11,0,11,12,20,0,11,63,95,120,155,0,11,0,11,0,11,74,100,46,58
1500000US360610022012,360610022012,"Block Group 2, Census Tract 22.01, New York County, New York",0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11
1500000US360610022013,360610022013,"Block Group 3, Census Tract 22.01, New York County, New York",314,163,102,119,0,11,42,61,0,11,37,54,23,37,212,150,50,77,0,11,50,77,0,11,0,11,0,11,162,128,50,67,0,11,29,53,0,11,83,57
1500000US360610022014,360610022014,"Block Group 4, Census Tract 22.01, New York County, New York",178,115,99,100,18,29,38,43,0,11,14,24,29,50,79,72,18,30,18,30,0,11,0,11,0,11,0,11,61,67,0,11,0,11,0,11,20,31,41,43
1500000US360610022021,360610022021,"Block Group 1, Census Tract 22.02, New York County, New York",167,62,75,71,22,34,10,16,0,11,0,11,43,49,92,63,16,27,0,11,0,11,0,11,0,11,16,27,76,69,0,11,63,74,0,11,0,11,13,23
1500000US360610024000,360610024000,"Block Group 0, Census Tract 24, New York County, New York",0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11
1500000US360610024001,360610024001,"Block Group 1, Census Tract 24, New York County, New York",411,177,151,91,49,52,10,20,8,16,0,11,84,62,260,175,0,11,0,11,0,11,0,11,0,11,0,11,260,175,0,11,66,92,0,11,96,104,98,102
1500000US360610024002,360610024002,"Block Group 2, Census Tract 24, New York County, New York",135,131,52,70,0,11,0,11,0,11,19,34,33,39,83,108,0,11,0,11,0,11,0,11,0,11,0,11,83,108,0,11,31,55,17,29,27,48,8,12
1500000US360610025000,360610025000,"Block Group 0, Census Tract 25, New York County, New York",0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11
1500000US360610025001,360610025001,"Block Group 1, Census Tract 25, New York County, New York",645,331,95,87,0,11,0,11,0,11,42,45,53,73,550,325,116,146,0,11,20,36,0,11,47,61,49,62,434,285,31,47,0,11,0,11,136,129,267,170
1500000US360610025002,360610025002,"Block Group 2, Census Tract 25, New York County, New York",0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11
1500000US360610025003,360610025003,"Block Group 3, Census Tract 25, New York County, New York",236,185,56,69,0,11,0,11,0,11,20,31,36,41,180,170,110,163,0,11,0,11,0,11,0,11,110,163,70,61,0,11,0,11,6,10,26,33,38,49
1500000US360610026011,360610026011,"Block Group 1, Census Tract 26.01, New York County, New York",330,137,216,134,48,45,31,46,0,11,64,56,73,57,114,68,39,38,4,15,0,11,0,11,17,26,18,17,75,54,0,11,0,11,17,17,17,23,41,32
1500000US360610026012,360610026012,"Block Group 2, Census Tract 26.01, New York County, New York",293,200,115,106,0,11,3,6,0,11,12,19,100,98,178,172,18,29,0,11,0,11,18,29,0,11,0,11,160,171,11,17,12,19,0,11,74,84,63,81
1500000US360610026021,360610026021,"Block Group 1, Census Tract 26.02, New York County, New York",135,97,55,53,12,20,3,11,0,11,22,26,18,31,80,82,0,11,0,11,0,11,0,11,0,11,0,11,80,82,0,11,0,11,16,26,12,21,52,85
1500000US360610026022,360610026022,"Block Group 2, Census Tract 26.02, New York County, New York",200,109,133,79,9,31,9,31,0,11,29,41,86,78,67,76,37,59,0,11,0,11,0,11,0,11,37,59,30,48,0,11,0,11,0,11,0,11,30,48
1500000US360610027001,360610027001,"Block Group 1, Census Tract 27, New York County, New York",160,91,80,53,23,21,27,32,7,9,21,21,2,8,80,72,46,64,7,10,0,11,0,11,15,23,24,39,34,36,0,11,0,11,0,11,34,36,0,11
1500000US360610028001,360610028001,"Block Group 1, Census Tract 28, New York County, New York",248,140,27,37,0,11,0,11,0,11,21,29,6,13,221,129,78,117,78,117,0,11,0,11,0,11,0,11,143,90,16,28,28,37,0,11,13,22,86,76
1500000US360610028002,360610028002,"Block Group 2, Census Tract 28, New York County, New York",148,155,9,31,0,11,0,11,0,11,5,15,4,16,139,154,0,11,0,11,0,11,0,11,0,11,0,11,139,154,0,11,0,11,0,11,93,98,46,70
1500000US360610028003,360610028003,"Block Group 3, Census Tract 28, New York County, New York",294,213,32,42,0,11,14,23,10,18,0,11,8,13,262,209,85,136,0,11,49,79,0,11,36,57,0,11,177,150,0,11,0,11,0,11,120,133,57,45
1500000US360610028004,360610028004,"Block Group 4, Census Tract 28, New York County, New York",281,141,101,80,11,22,11,21,0,11,38,31,41,42,180,111,39,53,0,11,0,11,0,11,8,14,31,51,141,96,0,11,18,30,0,11,0,11,123,87
1500000US360610029001,360610029001,"Block Group 1, Census Tract 29, New York County, New York",43,67,43,67,43,67,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11
1500000US360610029002,360610029002,"Block Group 2, Census Tract 29, New York County, New York",304,208,304,208,94,94,42,67,0,11,98,94,70,109,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11
1500000US360610029003,360610029003,"Block Group 3, Census Tract 29, New York County, New York",98,83,21,35,21,35,0,11,0,11,0,11,0,11,77,73,57,68,0,11,0,11,0,11,20,36,37,59,20,30,0,11,0,11,0,11,0,11,20,30
1500000US360610029004,360610029004,"Block Group 4, Census Tract 29, New York County, New York",50,81,50,81,50,81,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11
1500000US360610030011,360610030011,"Block Group 1, Census Tract 30.01, New York County, New York",18,26,18,26,0,11,0,11,0,11,0,11,18,26,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11
1500000US360610030012,360610030012,"Block Group 2, Census Tract 30.01, New York County, New York",16,27,16,27,0,11,0,11,0,11,0,11,16,27,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11
1500000US360610030013,360610030013,"Block Group 3, Census Tract 30.01, New York County, New York",14,25,0,11,0,11,0,11,0,11,0,11,0,11,14,25,0,11,0,11,0,11,0,11,0,11,0,11,14,25,0,11,0,11,0,11,0,11,14,25
1500000US360610030014,360610030014,"Block Group 4, Census Tract 30.01, New York County, New York",68,62,68,62,0,11,20,33,0,11,38,58,10,18,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11
1500000US360610030021,360610030021,"Block Group 1, Census Tract 30.02, New York County, New York",100,60,19,22,7,12,0,11,0,11,6,8,6,10,81,54,7,10,0,11,0,11,7,10,0,11,0,11,74,53,6,10,7,10,18,29,14,18,29,41
