GEO.id,GEO.id2,GEO.display-label,HD01_VD01,HD02_VD01,HD01_VD02,HD02_VD02,HD01_VD03,HD02_VD03,HD01_VD04,HD02_VD04,HD01_VD05,HD02_VD05,HD01_VD06,HD02_VD06,HD01_VD07,HD02_VD07,HD01_VD08,HD02_VD08,HD01_VD09,HD02_VD09,HD01_VD10,HD02_VD10,HD01_VD11,HD02_VD11,HD01_VD12,HD02_VD12,HD01_VD13,HD02_VD13,HD01_VD14,HD02_VD14,HD01_VD15,HD02_VD15,HD01_VD16,HD02_VD16,HD01_VD17,HD02_VD17,HD01_VD18,HD02_VD18,HD01_VD19,HD02_VD19,HD01_VD20,HD02_VD20,HD01_VD21,HD02_VD21,HD01_VD22,HD02_VD22,HD01_VD23,HD02_VD23,HD01_VD24,HD02_VD24,HD01_VD25,HD02_VD25,HD01_VD26,HD02_VD26,HD01_VD27,HD02_VD27,HD01_VD28,HD02_VD28,HD01_VD29,HD02_VD29,HD01_VD30,HD02_VD30,HD01_VD31,HD02_VD31,HD01_VD32,HD02_VD32,HD01_VD33,HD02_VD33,HD01_VD34,HD02_VD34,HD01_VD35,HD02_VD35,HD01_VD36,HD02_VD36,HD01_VD37,HD02_VD37,HD01_VD38,HD02_VD38
1500000US360610002025,360610002025,"Block Group 5, Census Tract 2.02, New York County, New York",1751,404,1751,404,1236,432,389,121,177,97,212,106,287,114,472,242,472,242,0,11,0,11,0,11,0,11,0,11,0,11,0,11,18,28,70,50,0,11,0,11,46,46,0,11,24,37,515,169,416,115,182,94,127,74,55,64,234,96,192,83,42,50,99,82,0,11,0,11,99,82,0,11,0,11,0,11
1500000US360610005000,360610005000,"Block Group 0, Census Tract 5, New York County, New York",0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11
1500000US360610005001,360610005001,"Block Group 1, Census Tract 5, New York County, New York",0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11
1500000US360610005002,360610005002,"Block Group 2, Census Tract 5, New York County, New York",0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11
1500000US360610006000,360610006000,"Block Group 0, Census Tract 6, New York County, New York",0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11
1500000US360610006001,360610006001,"Block Group 1, Census Tract 6, New York County, New York",1252,655,1246,654,987,659,304,201,178,177,126,105,212,156,210,171,210,171,0,11,0,11,0,11,0,11,120,186,0,11,0,11,141,173,0,11,0,11,0,11,0,11,0,11,0,11,259,160,259,160,222,148,222,148,0,11,37,59,37,59,0,11,0,11,0,11,0,11,0,11,0,11,0,11,6,5
1500000US360610006002,360610006002,"Block Group 2, Census Tract 6, New York County, New York",3130,1286,3130,1286,2716,1326,771,356,304,169,467,294,247,168,738,364,721,358,0,11,17,29,82,128,69,87,336,370,0,11,0,11,0,11,473,522,102,160,0,11,0,11,0,11,371,458,414,165,414,165,189,113,189,113,0,11,225,139,225,139,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11
1500000US360610006003,360610006003,"Block Group 3, Census Tract 6, New York County, New York",786,571,786,571,665,569,198,147,92,112,106,127,198,157,143,164,143,164,0,11,0,11,0,11,0,11,126,183,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,121,74,121,74,27,45,27,45,0,11,94,58,94,58,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11
1500000US360610006004,360610006004,"Block Group 4, Census Tract 6, New York County, New York",928,580,754,578,532,579,114,97,16,25,98,102,98,93,148,240,148,240,0,11,0,11,37,62,57,92,0,11,0,11,0,11,78,99,0,11,0,11,0,11,0,11,0,11,0,11,222,160,183,144,144,131,131,131,13,20,39,69,39,69,0,11,39,59,0,11,39,59,0,11,0,11,0,11,174,85
1500000US360610006005,360610006005,"Block Group 5, Census Tract 6, New York County, New York",3929,1867,3929,1867,3641,1885,798,260,197,132,601,247,294,160,1875,1428,1855,1426,0,11,20,33,225,206,121,187,73,121,0,11,119,186,136,292,0,11,0,11,0,11,0,11,0,11,0,11,288,163,261,147,128,109,128,109,0,11,133,98,110,91,23,37,27,42,0,11,0,11,27,42,0,11,0,11,0,11
1500000US360610006006,360610006006,"Block Group 6, Census Tract 6, New York County, New York",2529,779,2516,779,2333,782,626,189,344,162,282,147,464,181,837,402,837,402,0,11,0,11,218,206,40,53,36,47,0,11,33,51,67,105,12,21,0,11,0,11,12,21,0,11,0,11,183,110,183,110,54,63,54,63,0,11,129,119,129,119,0,11,0,11,0,11,0,11,0,11,0,11,0,11,13,18
1500000US360610007000,360610007000,"Block Group 0, Census Tract 7, New York County, New York",0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11
1500000US360610007001,360610007001,"Block Group 1, Census Tract 7, New York County, New York",8794,914,8778,914,3637,894,1314,308,771,283,543,205,1246,314,894,407,785,395,49,58,60,93,0,16,26,43,0,16,0,16,0,16,33,58,124,138,69,73,0,16,24,41,0,16,31,89,5141,741,3264,384,1392,274,837,211,555,226,1872,330,1398,329,474,177,1877,521,65,100,1339,472,291,141,0,16,182,179,16,8
1500000US360610007002,360610007002,"Block Group 2, Census Tract 7, New York County, New York",0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11
1500000US360610008000,360610008000,"Block Group 0, Census Tract 8, New York County, New York",0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11
1500000US360610008001,360610008001,"Block Group 1, Census Tract 8, New York County, New York",1070,388,1064,388,976,392,299,120,72,51,227,116,170,111,249,138,249,138,0,11,0,11,41,70,0,11,72,86,0,11,0,11,98,78,47,74,47,74,0,11,0,11,0,11,0,11,88,58,88,58,13,21,13,21,0,11,75,55,75,55,0,11,0,11,0,11,0,11,0,11,0,11,0,11,6,7
1500000US360610008002,360610008002,"Block Group 2, Census Tract 8, New York County, New York",1393,453,1388,453,1217,487,311,115,145,92,166,87,197,106,322,191,322,191,0,11,0,11,0,11,64,74,143,122,0,11,0,11,124,159,56,85,0,11,0,11,0,11,0,11,56,85,171,111,161,107,73,73,73,73,0,11,88,76,77,74,11,18,10,17,0,11,0,11,10,17,0,11,0,11,5,10
1500000US360610008003,360610008003,"Block Group 3, Census Tract 8, New York County, New York",1811,483,1808,483,1583,504,444,146,222,124,222,100,237,132,611,239,611,239,0,11,0,11,0,11,27,39,155,112,18,33,0,11,43,63,48,52,0,11,0,11,27,41,0,11,21,34,225,208,111,75,11,20,0,11,11,20,100,74,75,65,25,45,114,159,85,149,29,49,0,11,0,11,0,11,3,6
1500000US360610008004,360610008004,"Block Group 4, Census Tract 8, New York County, New York",2020,480,2020,480,1775,501,593,173,296,156,297,143,370,164,567,223,567,223,0,11,0,11,0,11,62,95,68,65,0,11,46,76,69,95,0,11,0,11,0,11,0,11,0,11,0,11,245,110,245,110,124,78,124,78,0,11,121,90,121,90,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11
1500000US360610008005,360610008005,"Block Group 5, Census Tract 8, New York County, New York",1947,455,1947,455,1706,484,567,150,453,150,114,61,440,145,415,163,400,164,0,11,15,24,26,41,20,32,44,49,26,40,21,33,147,115,0,11,0,11,0,11,0,11,0,11,0,11,241,113,241,113,89,79,89,79,0,11,152,88,152,88,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11
1500000US360610008006,360610008006,"Block Group 6, Census Tract 8, New York County, New York",1224,398,1224,398,841,410,255,120,116,91,139,94,158,86,263,190,263,190,0,11,0,11,0,11,0,11,0,11,0,11,63,99,0,11,102,152,0,11,102,152,0,11,0,11,0,11,383,255,276,144,92,74,62,59,30,47,184,125,184,125,0,11,107,171,0,11,107,171,0,11,0,11,0,11,0,11
1500000US360610009000,360610009000,"Block Group 0, Census Tract 9, New York County, New York",0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11
1500000US360610009001,360610009001,"Block Group 1, Census Tract 9, New York County, New York",1626,218,1624,218,1062,179,385,69,194,62,191,61,315,77,311,73,303,71,8,11,0,11,2,5,17,22,8,12,0,11,6,8,0,11,18,20,0,11,5,10,13,16,0,11,0,11,562,136,373,76,260,66,178,55,82,37,113,32,78,29,35,18,189,78,0,11,120,68,43,22,0,11,26,19,2,6
1500000US360610009002,360610009002,"Block Group 2, Census Tract 9, New York County, New York",0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11
1500000US360610010010,360610010010,"Block Group 0, Census Tract 10.01, New York County, New York",0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11
1500000US360610010011,360610010011,"Block Group 1, Census Tract 10.01, New York County, New York",1528,174,1528,174,1064,216,360,76,178,60,182,59,283,75,381,97,381,97,0,11,0,11,7,12,15,11,9,14,0,11,0,11,9,14,0,11,0,11,0,11,0,11,0,11,0,11,464,89,409,80,198,66,176,65,22,17,211,63,190,63,21,16,55,32,17,18,8,12,30,21,0,11,0,11,0,11
1500000US360610010020,360610010020,"Block Group 0, Census Tract 10.02, New York County, New York",0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11
1500000US360610010021,360610010021,"Block Group 1, Census Tract 10.02, New York County, New York",1796,474,1796,474,1605,499,569,167,86,88,483,158,102,63,819,320,819,320,0,11,0,11,77,82,38,43,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,191,124,191,124,10,16,10,16,0,11,181,124,181,124,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11
1500000US360610010022,360610010022,"Block Group 2, Census Tract 10.02, New York County, New York",1705,705,1705,705,1311,703,377,150,188,80,189,138,190,107,538,537,538,537,0,11,0,11,0,11,21,34,52,84,0,11,0,11,114,115,19,31,0,11,0,11,0,11,0,11,19,31,394,143,394,143,92,82,92,82,0,11,302,129,302,129,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11
1500000US360610010023,360610010023,"Block Group 3, Census Tract 10.02, New York County, New York",2550,657,2075,570,1747,581,554,179,151,95,403,171,45,39,783,331,783,331,0,11,0,11,38,47,18,33,152,127,0,11,0,11,157,199,0,11,0,11,0,11,0,11,0,11,0,11,328,219,212,107,0,11,0,11,0,11,212,107,184,105,28,41,116,164,0,11,116,164,0,11,0,11,0,11,475,337
1500000US360610012001,360610012001,"Block Group 1, Census Tract 12, New York County, New York",1853,295,1796,277,1310,332,435,113,171,67,264,96,222,94,459,158,445,158,0,11,14,20,34,54,16,27,74,57,0,11,14,24,35,41,21,23,0,11,0,11,21,23,0,11,0,11,486,113,423,106,216,101,181,101,35,22,207,72,201,71,6,9,63,43,0,11,59,42,4,6,0,11,0,11,57,79
1500000US360610012002,360610012002,"Block Group 2, Census Tract 12, New York County, New York",825,232,825,232,533,238,179,77,75,51,104,60,180,78,152,99,138,91,14,15,0,11,8,12,0,11,14,20,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,292,78,284,73,154,74,154,74,0,11,130,51,121,50,9,14,8,15,0,11,0,11,8,15,0,11,0,11,0,11
1500000US360610012003,360610012003,"Block Group 3, Census Tract 12, New York County, New York",1077,214,1077,214,818,249,264,80,131,59,133,55,180,61,308,110,299,112,9,14,0,11,0,11,0,11,15,26,14,22,0,11,0,11,37,35,0,11,15,24,22,25,0,11,0,11,259,109,259,109,148,80,148,80,0,11,111,76,111,76,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11
1500000US360610013001,360610013001,"Block Group 1, Census Tract 13, New York County, New York",2119,352,2119,352,995,339,349,121,122,89,227,81,259,99,312,137,301,138,11,18,0,11,0,11,43,69,0,11,0,11,0,11,0,11,32,50,0,11,32,50,0,11,0,11,0,11,1124,261,777,151,323,123,208,112,115,68,454,122,369,120,85,61,347,176,0,11,232,166,90,59,0,11,25,41,0,11
1500000US360610013002,360610013002,"Block Group 2, Census Tract 13, New York County, New York",2255,392,2255,392,775,364,276,119,191,99,85,72,219,101,181,163,181,163,0,11,0,11,0,11,0,11,20,31,0,11,0,11,68,101,11,18,0,11,0,11,0,11,0,11,11,18,1480,301,1019,182,397,129,248,118,149,78,622,171,489,166,133,75,461,190,0,11,304,170,157,88,0,11,0,11,0,11
1500000US360610014011,360610014011,"Block Group 1, Census Tract 14.01, New York County, New York",1628,293,1628,293,1137,339,377,103,169,72,208,89,300,91,362,174,362,174,0,11,0,11,28,44,0,11,29,35,41,47,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,491,149,427,104,149,74,119,60,30,47,278,96,259,95,19,20,64,77,0,11,47,75,17,18,0,11,0,11,0,11
1500000US360610014012,360610014012,"Block Group 2, Census Tract 14.01, New York County, New York",1527,191,1487,186,984,222,396,85,216,62,180,62,296,73,208,108,200,108,8,13,0,11,0,11,0,11,33,36,0,11,0,11,12,18,39,30,0,11,0,11,18,19,0,11,21,25,503,111,434,100,241,96,212,94,29,24,193,92,154,90,39,25,69,35,0,11,0,11,69,35,0,11,0,11,40,39
1500000US360610014021,360610014021,"Block Group 1, Census Tract 14.02, New York County, New York",1500,274,1500,274,793,265,300,102,208,84,92,55,220,83,146,92,132,88,0,11,14,22,17,28,40,41,56,66,0,11,0,11,14,24,0,11,0,11,0,11,0,11,0,11,0,11,707,221,438,99,181,74,119,53,62,53,257,78,199,75,58,39,269,157,0,11,233,156,23,21,0,11,13,21,0,11
1500000US360610014022,360610014022,"Block Group 2, Census Tract 14.02, New York County, New York",1432,345,1425,345,1017,353,286,80,121,66,165,56,118,65,339,180,331,178,0,11,8,13,26,42,56,66,94,99,0,11,11,18,32,47,55,52,0,11,16,27,14,22,0,11,25,40,408,93,346,73,176,65,156,65,20,19,170,58,148,57,22,23,62,49,0,11,56,47,0,11,0,11,6,10,7,12
1500000US360610015010,360610015010,"Block Group 0, Census Tract 15.01, New York County, New York",0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11
1500000US360610015011,360610015011,"Block Group 1, Census Tract 15.01, New York County, New York",2811,508,2293,495,1029,460,411,171,334,161,77,50,326,123,180,134,171,132,9,15,0,11,0,11,97,132,0,11,0,11,0,11,0,11,15,23,0,11,0,11,15,23,0,11,0,11,1264,271,987,194,535,156,399,142,136,89,452,146,392,158,60,58,277,157,0,11,156,130,121,93,0,11,0,11,518,152
1500000US360610015012,360610015012,"Block Group 2, Census Tract 15.01, New York County, New York",2699,435,2699,435,1767,469,668,169,324,99,344,157,530,161,350,174,350,174,0,11,0,11,47,64,0,11,76,80,30,48,19,36,47,53,0,11,0,11,0,11,0,11,0,11,0,11,932,242,833,186,270,120,211,118,59,70,563,179,563,179,0,11,99,119,0,11,0,11,0,11,0,11,99,119,0,11
1500000US360610015013,360610015013,"Block Group 3, Census Tract 15.01, New York County, New York",992,256,992,256,404,207,190,98,132,82,58,56,165,97,49,46,49,46,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,588,257,472,195,175,145,105,117,70,87,297,153,282,151,15,26,116,116,0,11,25,43,66,81,0,11,25,43,0,11
1500000US360610015020,360610015020,"Block Group 0, Census Tract 15.02, New York County, New York",0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11
1500000US360610015021,360610015021,"Block Group 1, Census Tract 15.02, New York County, New York",3226,469,2313,436,1258,365,437,117,332,94,105,74,381,109,392,171,360,171,14,20,18,30,0,11,6,11,0,11,0,11,0,11,24,38,18,32,0,11,0,11,18,32,0,11,0,11,1055,326,694,158,389,128,263,113,126,81,305,104,262,99,43,38,361,234,0,11,303,230,35,33,0,11,23,37,913,200
1500000US360610015022,360610015022,"Block Group 2, Census Tract 15.02, New York County, New York",4152,558,4147,558,1482,434,561,182,360,163,201,111,498,162,325,147,325,147,0,11,0,11,0,11,98,98,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,2665,512,1398,239,620,156,330,130,290,106,778,214,403,160,375,152,1267,341,0,11,980,310,124,66,0,11,163,123,5,6
1500000US360610015023,360610015023,"Block Group 3, Census Tract 15.02, New York County, New York",0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11
