GEO.id,GEO.id2,GEO.display-label,HD01_VD01,HD02_VD01,HD01_VD02,HD02_VD02,HD01_VD03,HD02_VD03,HD01_VD04,HD02_VD04,HD01_VD05,HD02_VD05,HD01_VD06,HD02_VD06,HD01_VD07,HD02_VD07,HD01_VD08,HD02_VD08,HD01_VD09,HD02_VD09,HD01_VD10,HD02_VD10,HD01_VD11,HD02_VD11,HD01_VD12,HD02_VD12
1500000US360610009002,360610009002,"Block Group 2, Census Tract 9, New York County, New York",0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11
1500000US360610010010,360610010010,"Block Group 0, Census Tract 10.01, New York County, New York",0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11
1500000US360610010011,360610010011,"Block Group 1, Census Tract 10.01, New York County, New York",1528,174,1064,216,871,225,871,225,0,11,11,17,11,17,0,11,182,91,182,91,0,11,464,89
1500000US360610010020,360610010020,"Block Group 0, Census Tract 10.02, New York County, New York",0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11
1500000US360610010021,360610010021,"Block Group 1, Census Tract 10.02, New York County, New York",1796,474,1605,499,198,115,198,115,0,11,200,293,200,293,0,11,1207,468,1207,468,0,11,191,124
1500000US360610010022,360610010022,"Block Group 2, Census Tract 10.02, New York County, New York",1705,705,1311,703,468,281,468,281,0,11,247,256,228,238,19,31,596,631,596,631,0,11,394,143
1500000US360610010023,360610010023,"Block Group 3, Census Tract 10.02, New York County, New York",2075,570,1747,581,150,138,150,138,0,11,320,284,320,284,0,11,1277,547,1277,547,0,11,328,219
1500000US360610012001,360610012001,"Block Group 1, Census Tract 12, New York County, New York",1796,277,1310,332,608,261,608,261,0,11,99,88,99,88,0,11,603,266,582,255,21,23,486,113
1500000US360610012002,360610012002,"Block Group 2, Census Tract 12, New York County, New York",825,232,533,238,510,239,510,239,0,11,23,35,23,35,0,11,0,11,0,11,0,11,292,78
1500000US360610012003,360610012003,"Block Group 3, Census Tract 12, New York County, New York",1077,214,818,249,604,213,604,213,0,11,121,104,108,96,13,19,93,84,69,60,24,28,259,109
1500000US360610013001,360610013001,"Block Group 1, Census Tract 13, New York County, New York",2119,352,995,339,767,281,767,281,0,11,139,171,107,126,32,50,89,84,89,84,0,11,1124,261
1500000US360610013002,360610013002,"Block Group 2, Census Tract 13, New York County, New York",2255,392,775,364,620,325,620,325,0,11,114,169,114,169,0,11,41,65,30,48,11,18,1480,301
1500000US360610014011,360610014011,"Block Group 1, Census Tract 14.01, New York County, New York",1628,293,1137,339,948,323,948,323,0,11,0,11,0,11,0,11,189,146,189,146,0,11,491,149
1500000US360610014012,360610014012,"Block Group 2, Census Tract 14.01, New York County, New York",1487,186,984,222,702,174,690,168,12,19,61,70,52,60,9,15,221,136,203,130,18,19,503,111
1500000US360610014021,360610014021,"Block Group 1, Census Tract 14.02, New York County, New York",1500,274,793,265,538,210,538,210,0,11,84,97,84,97,0,11,171,130,171,130,0,11,707,221
1500000US360610014022,360610014022,"Block Group 2, Census Tract 14.02, New York County, New York",1425,345,1017,353,450,277,434,268,16,27,214,211,189,176,25,40,353,172,339,170,14,22,408,93
1500000US360610015010,360610015010,"Block Group 0, Census Tract 15.01, New York County, New York",0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11
1500000US360610015011,360610015011,"Block Group 1, Census Tract 15.01, New York County, New York",2293,495,1029,460,828,346,828,346,0,11,175,221,160,215,15,23,26,40,26,40,0,11,1264,271
1500000US360610015012,360610015012,"Block Group 2, Census Tract 15.01, New York County, New York",2699,435,1767,469,1350,456,1350,456,0,11,115,112,115,112,0,11,302,197,302,197,0,11,932,242
1500000US360610015013,360610015013,"Block Group 3, Census Tract 15.01, New York County, New York",992,256,404,207,334,194,334,194,0,11,41,65,41,65,0,11,29,50,29,50,0,11,588,257
1500000US360610015020,360610015020,"Block Group 0, Census Tract 15.02, New York County, New York",0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11
1500000US360610015021,360610015021,"Block Group 1, Census Tract 15.02, New York County, New York",2313,436,1258,365,1134,357,1134,357,0,11,53,91,35,59,18,32,71,73,71,73,0,11,1055,326
1500000US360610015022,360610015022,"Block Group 2, Census Tract 15.02, New York County, New York",4147,558,1482,434,1330,395,1330,395,0,11,128,147,128,147,0,11,24,37,24,37,0,11,2665,512
1500000US360610015023,360610015023,"Block Group 3, Census Tract 15.02, New York County, New York",0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11
1500000US360610016001,360610016001,"Block Group 1, Census Tract 16, New York County, New York",2601,550,1960,545,1304,532,1304,532,0,11,206,252,206,252,0,11,450,247,450,247,0,11,641,323
1500000US360610016002,360610016002,"Block Group 2, Census Tract 16, New York County, New York",752,346,569,315,205,157,205,157,0,11,103,96,103,96,0,11,261,300,178,182,83,126,183,190
1500000US360610016003,360610016003,"Block Group 3, Census Tract 16, New York County, New York",1778,619,1434,626,1007,604,859,484,148,227,113,164,113,164,0,11,314,319,314,319,0,11,344,164
1500000US360610016004,360610016004,"Block Group 4, Census Tract 16, New York County, New York",1400,537,1077,549,878,508,878,508,0,11,0,11,0,11,0,11,199,255,199,255,0,11,323,139
1500000US360610016005,360610016005,"Block Group 5, Census Tract 16, New York County, New York",1019,416,623,377,516,360,516,360,0,11,44,72,30,50,14,22,63,102,46,74,17,28,396,239
1500000US360610018001,360610018001,"Block Group 1, Census Tract 18, New York County, New York",1094,381,804,376,643,356,643,356,0,11,0,11,0,11,0,11,161,166,161,166,0,11,290,166
1500000US360610018002,360610018002,"Block Group 2, Census Tract 18, New York County, New York",469,210,190,200,143,180,143,180,0,11,47,78,47,78,0,11,0,11,0,11,0,11,279,109
1500000US360610018003,360610018003,"Block Group 3, Census Tract 18, New York County, New York",1543,451,409,246,371,236,371,236,0,11,38,60,38,60,0,11,0,11,0,11,0,11,1134,375
1500000US360610018004,360610018004,"Block Group 4, Census Tract 18, New York County, New York",750,326,450,336,228,244,228,244,0,11,0,11,0,11,0,11,222,271,222,271,0,11,300,136
1500000US360610018005,360610018005,"Block Group 5, Census Tract 18, New York County, New York",693,252,465,263,258,187,258,187,0,11,207,211,207,211,0,11,0,11,0,11,0,11,228,137
1500000US360610018006,360610018006,"Block Group 6, Census Tract 18, New York County, New York",1829,561,1457,523,1178,564,1178,564,0,11,0,11,0,11,0,11,279,288,279,288,0,11,372,277
1500000US360610018007,360610018007,"Block Group 7, Census Tract 18, New York County, New York",1370,654,762,416,191,209,191,209,0,11,192,233,192,233,0,11,379,387,379,387,0,11,608,560
1500000US360610020000,360610020000,"Block Group 0, Census Tract 20, New York County, New York",0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11
1500000US360610020001,360610020001,"Block Group 1, Census Tract 20, New York County, New York",2363,487,1973,532,786,347,786,347,0,11,68,100,68,100,0,11,1119,393,1093,387,26,29,390,109
1500000US360610020002,360610020002,"Block Group 2, Census Tract 20, New York County, New York",1955,417,1641,432,315,174,315,174,0,11,23,38,23,38,0,11,1303,425,1278,420,25,28,314,102
1500000US360610020003,360610020003,"Block Group 3, Census Tract 20, New York County, New York",546,166,446,171,164,142,164,142,0,11,0,11,0,11,0,11,282,134,271,133,11,13,100,54
1500000US360610021001,360610021001,"Block Group 1, Census Tract 21, New York County, New York",3345,499,2412,499,2344,496,2320,486,24,39,0,11,0,11,0,11,68,80,68,80,0,11,933,288
1500000US360610021002,360610021002,"Block Group 2, Census Tract 21, New York County, New York",3223,358,2349,390,2116,405,2116,405,0,11,0,11,0,11,0,11,233,148,217,141,16,24,874,236
1500000US360610022011,360610022011,"Block Group 1, Census Tract 22.01, New York County, New York",1805,453,1033,477,157,107,157,107,0,11,238,281,238,281,0,11,638,419,621,416,17,26,772,201
1500000US360610022012,360610022012,"Block Group 2, Census Tract 22.01, New York County, New York",914,315,416,250,265,181,265,181,0,11,0,11,0,11,0,11,151,177,151,177,0,11,498,232
1500000US360610022013,360610022013,"Block Group 3, Census Tract 22.01, New York County, New York",1567,452,1418,482,454,401,413,348,41,60,193,240,193,240,0,11,771,357,771,357,0,11,149,103
1500000US360610022014,360610022014,"Block Group 4, Census Tract 22.01, New York County, New York",2469,445,2132,470,1213,426,1213,426,0,11,346,244,346,244,0,11,573,276,573,276,0,11,337,142
1500000US360610022021,360610022021,"Block Group 1, Census Tract 22.02, New York County, New York",1932,195,845,177,600,195,600,195,0,11,60,69,60,69,0,11,185,138,185,138,0,11,1087,151
1500000US360610024000,360610024000,"Block Group 0, Census Tract 24, New York County, New York",0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11
1500000US360610024001,360610024001,"Block Group 1, Census Tract 24, New York County, New York",3998,787,3298,791,818,305,818,305,0,11,50,60,50,60,0,11,2430,801,2421,802,9,15,700,245
1500000US360610024002,360610024002,"Block Group 2, Census Tract 24, New York County, New York",1559,318,1320,376,745,333,745,333,0,11,84,80,84,80,0,11,491,276,491,276,0,11,239,151
1500000US360610025000,360610025000,"Block Group 0, Census Tract 25, New York County, New York",0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11
1500000US360610025001,360610025001,"Block Group 1, Census Tract 25, New York County, New York",3270,561,2784,618,969,372,969,372,0,11,255,246,240,229,15,26,1560,566,1560,566,0,11,486,126
1500000US360610025002,360610025002,"Block Group 2, Census Tract 25, New York County, New York",363,238,304,237,64,61,64,61,0,11,49,79,49,79,0,11,191,244,191,244,0,11,59,45
1500000US360610025003,360610025003,"Block Group 3, Census Tract 25, New York County, New York",1402,488,1292,507,560,284,560,284,0,11,346,365,288,293,58,87,386,276,372,274,14,21,110,61
1500000US360610026011,360610026011,"Block Group 1, Census Tract 26.01, New York County, New York",1672,263,1209,312,723,287,715,285,8,12,191,128,160,116,31,29,295,150,281,142,14,22,463,150
1500000US360610026012,360610026012,"Block Group 2, Census Tract 26.01, New York County, New York",2114,385,1613,412,698,269,698,269,0,11,176,139,176,139,0,11,739,353,739,353,0,11,501,129
1500000US360610026021,360610026021,"Block Group 1, Census Tract 26.02, New York County, New York",1894,383,989,360,594,317,594,317,0,11,79,125,79,125,0,11,316,249,316,249,0,11,905,233
1500000US360610026022,360610026022,"Block Group 2, Census Tract 26.02, New York County, New York",2357,363,1391,357,839,329,839,329,0,11,205,233,205,233,0,11,347,301,347,301,0,11,966,269
1500000US360610027001,360610027001,"Block Group 1, Census Tract 27, New York County, New York",1332,192,981,198,610,139,610,139,0,11,112,134,106,133,6,10,259,127,259,127,0,11,351,123
1500000US360610028001,360610028001,"Block Group 1, Census Tract 28, New York County, New York",1252,496,1092,500,220,163,220,163,0,11,186,219,186,219,0,11,686,475,686,475,0,11,160,126
1500000US360610028002,360610028002,"Block Group 2, Census Tract 28, New York County, New York",1291,406,866,427,442,240,412,227,30,48,0,11,0,11,0,11,424,376,424,376,0,11,425,143
1500000US360610028003,360610028003,"Block Group 3, Census Tract 28, New York County, New York",1982,530,1305,565,196,128,196,128,0,11,158,252,123,196,35,56,951,481,908,467,43,51,677,226
1500000US360610028004,360610028004,"Block Group 4, Census Tract 28, New York County, New York",2551,390,1633,418,738,290,711,280,27,43,80,110,80,110,0,11,815,290,815,290,0,11,918,219
1500000US360610029001,360610029001,"Block Group 1, Census Tract 29, New York County, New York",613,182,335,165,303,166,303,166,0,11,0,11,0,11,0,11,32,51,32,51,0,11,278,91
1500000US360610029002,360610029002,"Block Group 2, Census Tract 29, New York County, New York",1770,469,1586,496,1205,442,1205,442,0,11,238,239,238,239,0,11,143,166,143,166,0,11,184,91
1500000US360610029003,360610029003,"Block Group 3, Census Tract 29, New York County, New York",1528,429,874,341,374,198,374,198,0,11,258,220,227,192,31,36,242,247,242,247,0,11,654,259
1500000US360610029004,360610029004,"Block Group 4, Census Tract 29, New York County, New York",764,348,627,380,326,300,326,300,0,11,0,11,0,11,0,11,301,245,301,245,0,11,137,94
1500000US360610030011,360610030011,"Block Group 1, Census Tract 30.01, New York County, New York",1404,379,383,309,147,148,147,148,0,11,211,254,211,254,0,11,25,40,25,40,0,11,1021,245
1500000US360610030012,360610030012,"Block Group 2, Census Tract 30.01, New York County, New York",1145,319,305,254,244,236,244,236,0,11,61,98,35,57,26,41,0,11,0,11,0,11,840,197
1500000US360610030013,360610030013,"Block Group 3, Census Tract 30.01, New York County, New York",662,218,176,145,101,115,101,115,0,11,0,11,0,11,0,11,75,89,75,89,0,11,486,192
1500000US360610030014,360610030014,"Block Group 4, Census Tract 30.01, New York County, New York",996,265,523,257,229,151,229,151,0,11,79,121,79,121,0,11,215,185,215,185,0,11,473,200
1500000US360610030021,360610030021,"Block Group 1, Census Tract 30.02, New York County, New York",1616,223,678,183,288,131,262,122,26,40,41,42,33,35,8,12,349,144,332,141,17,20,938,187
1500000US360610030022,360610030022,"Block Group 2, Census Tract 30.02, New York County, New York",1199,209,483,228,234,163,234,163,0,11,6,26,6,26,0,11,243,167,243,167,0,11,716,143
1500000US360610031001,360610031001,"Block Group 1, Census Tract 31, New York County, New York",1503,211,846,199,713,164,713,164,0,11,0,11,0,11,0,11,133,111,133,111,0,11,657,133
1500000US360610032001,360610032001,"Block Group 1, Census Tract 32, New York County, New York",1579,353,627,347,215,171,215,171,0,11,0,11,0,11,0,11,412,333,412,333,0,11,952,298
1500000US360610032002,360610032002,"Block Group 2, Census Tract 32, New York County, New York",745,371,194,268,194,268,194,268,0,11,0,11,0,11,0,11,0,11,0,11,0,11,551,312
1500000US360610032003,360610032003,"Block Group 3, Census Tract 32, New York County, New York",1423,383,823,415,510,328,510,328,0,11,217,244,217,244,0,11,96,115,96,115,0,11,600,243
1500000US360610032004,360610032004,"Block Group 4, Census Tract 32, New York County, New York",604,224,319,243,226,213,226,213,0,11,60,98,60,98,0,11,33,63,33,63,0,11,285,147
1500000US360610032005,360610032005,"Block Group 5, Census Tract 32, New York County, New York",543,248,116,184,116,184,116,184,0,11,0,11,0,11,0,11,0,11,0,11,0,11,427,245
1500000US360610032006,360610032006,"Block Group 6, Census Tract 32, New York County, New York",1869,707,781,599,565,552,565,552,0,11,160,255,103,164,57,91,56,90,56,90,0,11,1088,401
1500000US360610032007,360610032007,"Block Group 7, Census Tract 32, New York County, New York",947,224,153,162,153,162,153,162,0,11,0,11,0,11,0,11,0,11,0,11,0,11,794,231
1500000US360610033001,360610033001,"Block Group 1, Census Tract 33, New York County, New York",2601,386,1347,370,1246,361,1246,361,0,11,32,56,22,38,10,18,69,81,58,71,11,17,1254,310
1500000US360610033002,360610033002,"Block Group 2, Census Tract 33, New York County, New York",575,240,506,251,506,251,506,251,0,11,0,11,0,11,0,11,0,11,0,11,0,11,69,41
1500000US360610033003,360610033003,"Block Group 3, Census Tract 33, New York County, New York",1829,379,1566,384,1502,374,1460,362,42,65,0,11,0,11,0,11,64,63,64,63,0,11,263,147
1500000US360610034001,360610034001,"Block Group 1, Census Tract 34, New York County, New York",1777,394,576,285,466,256,466,256,0,11,0,11,0,11,0,11,110,162,110,162,0,11,1201,342
1500000US360610034002,360610034002,"Block Group 2, Census Tract 34, New York County, New York",1430,394,563,372,563,372,563,372,0,11,0,11,0,11,0,11,0,11,0,11,0,11,867,336
1500000US360610034003,360610034003,"Block Group 3, Census Tract 34, New York County, New York",1402,337,382,238,202,170,202,170,0,11,0,11,0,11,0,11,180,200,156,178,24,38,1020,283
1500000US360610034004,360610034004,"Block Group 4, Census Tract 34, New York County, New York",1867,431,698,318,562,287,562,287,0,11,0,11,0,11,0,11,136,168,103,123,33,53,1169,353
1500000US360610036011,360610036011,"Block Group 1, Census Tract 36.01, New York County, New York",809,248,581,249,287,203,287,203,0,11,94,77,94,77,0,11,200,134,200,134,0,11,228,94
1500000US360610036012,360610036012,"Block Group 2, Census Tract 36.01, New York County, New York",1181,418,922,427,253,142,253,142,0,11,316,240,280,196,36,56,353,354,353,354,0,11,259,112
1500000US360610036013,360610036013,"Block Group 3, Census Tract 36.01, New York County, New York",1165,230,745,249,327,142,327,142,0,11,154,110,145,103,9,13,264,201,264,201,0,11,420,94
1500000US360610036021,360610036021,"Block Group 1, Census Tract 36.02, New York County, New York",1385,259,600,257,449,245,449,245,0,11,97,109,80,82,17,31,54,62,45,55,9,13,785,146
1500000US360610036022,360610036022,"Block Group 2, Census Tract 36.02, New York County, New York",1076,184,530,192,345,153,345,153,0,11,24,38,24,38,0,11,161,131,161,131,0,11,546,129
1500000US360610037000,360610037000,"Block Group 0, Census Tract 37, New York County, New York",0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11
1500000US360610037001,360610037001,"Block Group 1, Census Tract 37, New York County, New York",915,218,584,208,508,195,508,195,0,11,57,65,57,65,0,11,19,34,13,23,6,11,331,140
1500000US360610037002,360610037002,"Block Group 2, Census Tract 37, New York County, New York",936,255,321,167,218,130,218,130,0,11,49,76,37,58,12,19,54,54,54,54,0,11,615,226
1500000US360610037003,360610037003,"Block Group 3, Census Tract 37, New York County, New York",723,156,402,161,291,161,291,161,0,11,27,40,27,40,0,11,84,81,72,67,12,20,321,97
1500000US360610038001,360610038001,"Block Group 1, Census Tract 38, New York County, New York",1295,497,183,185,183,185,183,185,0,11,0,11,0,11,0,11,0,11,0,11,0,11,1112,492
1500000US360610038002,360610038002,"Block Group 2, Census Tract 38, New York County, New York",653,257,263,246,81,132,81,132,0,11,72,111,72,111,0,11,110,178,110,178,0,11,390,189
1500000US360610038003,360610038003,"Block Group 3, Census Tract 38, New York County, New York",1588,492,966,464,966,464,966,464,0,11,0,11,0,11,0,11,0,11,0,11,0,11,622,306
1500000US360610038004,360610038004,"Block Group 4, Census Tract 38, New York County, New York",814,248,44,70,0,11,0,11,0,11,0,11,0,11,0,11,44,70,44,70,0,11,770,253
1500000US360610038005,360610038005,"Block Group 5, Census Tract 38, New York County, New York",1593,311,133,113,133,113,133,113,0,11,0,11,0,11,0,11,0,11,0,11,0,11,1460,329
1500000US360610038006,360610038006,"Block Group 6, Census Tract 38, New York County, New York",799,333,170,198,170,198,170,198,0,11,0,11,0,11,0,11,0,11,0,11,0,11,629,283
1500000US360610038007,360610038007,"Block Group 7, Census Tract 38, New York County, New York",1423,396,397,236,323,256,323,256,0,11,74,116,55,87,19,29,0,11,0,11,0,11,1026,352
1500000US360610039000,360610039000,"Block Group 0, Census Tract 39, New York County, New York",0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11
1500000US360610039001,360610039001,"Block Group 1, Census Tract 39, New York County, New York",1552,505,1156,512,1134,510,1124,507,10,18,0,11,0,11,0,11,22,38,22,38,0,11,396,127
1500000US360610039002,360610039002,"Block Group 2, Census Tract 39, New York County, New York",1095,247,406,217,221,170,221,170,0,11,48,78,48,78,0,11,137,130,137,130,0,11,689,193
1500000US360610039003,360610039003,"Block Group 3, Census Tract 39, New York County, New York",897,301,623,300,362,228,362,228,0,11,86,98,86,98,0,11,175,218,175,218,0,11,274,164
1500000US360610039004,360610039004,"Block Group 4, Census Tract 39, New York County, New York",1672,343,1537,357,1272,338,1272,338,0,11,28,46,28,46,0,11,237,190,237,190,0,11,135,88
1500000US360610040001,360610040001,"Block Group 1, Census Tract 40, New York County, New York",2393,602,929,564,612,350,612,350,0,11,317,426,317,426,0,11,0,11,0,11,0,11,1464,510
1500000US360610040002,360610040002,"Block Group 2, Census Tract 40, New York County, New York",674,378,34,57,34,57,34,57,0,11,0,11,0,11,0,11,0,11,0,11,0,11,640,400
1500000US360610040003,360610040003,"Block Group 3, Census Tract 40, New York County, New York",644,347,210,193,97,172,97,172,0,11,0,11,0,11,0,11,113,174,78,120,35,54,434,297
1500000US360610040004,360610040004,"Block Group 4, Census Tract 40, New York County, New York",594,185,121,128,121,128,121,128,0,11,0,11,0,11,0,11,0,11,0,11,0,11,473,157
1500000US360610040005,360610040005,"Block Group 5, Census Tract 40, New York County, New York",1357,384,318,270,233,235,233,235,0,11,85,139,67,109,18,30,0,11,0,11,0,11,1039,364
1500000US360610040006,360610040006,"Block Group 6, Census Tract 40, New York County, New York",1577,399,428,285,335,317,335,317,0,11,0,11,0,11,0,11,93,118,93,118,0,11,1149,374
1500000US360610041001,360610041001,"Block Group 1, Census Tract 41, New York County, New York",826,363,220,148,188,151,188,151,0,11,32,50,32,50,0,11,0,11,0,11,0,11,606,349
1500000US360610041002,360610041002,"Block Group 2, Census Tract 41, New York County, New York",845,375,681,380,392,225,372,216,20,34,289,315,204,200,85,124,0,11,0,11,0,11,164,96
