GEO.id,GEO.id2,GEO.display-label,HD01_VD01,HD02_VD01,HD01_VD02,HD02_VD02,HD01_VD03,HD02_VD03,HD01_VD04,HD02_VD04,HD01_VD05,HD02_VD05,HD01_VD06,HD02_VD06,HD01_VD07,HD02_VD07,HD01_VD08,HD02_VD08,HD01_VD09,HD02_VD09
1500000US360610012001,360610012001,"Block Group 1, Census Tract 12, New York County, New York",858,97,435,113,230,91,205,85,32,24,173,83,423,106,382,109,41,25
1500000US360610012002,360610012002,"Block Group 2, Census Tract 12, New York County, New York",463,86,179,77,170,76,9,15,9,15,0,11,284,73,275,70,9,14
1500000US360610012003,360610012003,"Block Group 3, Census Tract 12, New York County, New York",523,98,264,80,180,60,84,56,54,48,30,26,259,109,259,109,0,11
1500000US360610013001,360610013001,"Block Group 1, Census Tract 13, New York County, New York",1126,158,349,121,258,99,91,76,46,53,45,44,777,151,577,151,200,89
1500000US360610013002,360610013002,"Block Group 2, Census Tract 13, New York County, New York",1295,174,276,119,220,101,56,69,46,68,10,17,1019,182,737,180,282,106
1500000US360610014011,360610014011,"Block Group 1, Census Tract 14.01, New York County, New York",804,89,377,103,307,93,70,52,0,11,70,52,427,104,378,100,49,50
1500000US360610014012,360610014012,"Block Group 2, Census Tract 14.01, New York County, New York",830,84,396,85,299,73,97,52,18,22,79,49,434,100,366,101,68,35
1500000US360610014021,360610014021,"Block Group 1, Census Tract 14.02, New York County, New York",738,94,300,102,231,93,69,45,18,18,51,40,438,99,318,89,120,59
1500000US360610014022,360610014022,"Block Group 2, Census Tract 14.02, New York County, New York",632,81,286,80,117,66,169,65,58,47,111,52,346,73,304,75,42,31
1500000US360610015010,360610015010,"Block Group 0, Census Tract 15.01, New York County, New York",0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11
1500000US360610015011,360610015011,"Block Group 1, Census Tract 15.01, New York County, New York",1398,229,411,171,334,128,77,87,63,83,14,21,987,194,791,198,196,103
1500000US360610015012,360610015012,"Block Group 2, Census Tract 15.01, New York County, New York",1501,205,668,169,521,160,147,74,47,46,100,59,833,186,774,183,59,70
1500000US360610015013,360610015013,"Block Group 3, Census Tract 15.01, New York County, New York",662,173,190,98,157,92,33,38,22,34,11,18,472,195,387,184,85,90
1500000US360610015020,360610015020,"Block Group 0, Census Tract 15.02, New York County, New York",0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11
1500000US360610015021,360610015021,"Block Group 1, Census Tract 15.02, New York County, New York",1131,170,437,117,383,111,54,50,17,29,37,38,694,158,525,146,169,88
1500000US360610015022,360610015022,"Block Group 2, Census Tract 15.02, New York County, New York",1959,255,561,182,507,168,54,57,44,55,10,16,1398,239,733,202,665,171
1500000US360610015023,360610015023,"Block Group 3, Census Tract 15.02, New York County, New York",0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11
1500000US360610016001,360610016001,"Block Group 1, Census Tract 16, New York County, New York",1082,190,598,161,435,166,163,73,43,47,120,60,484,164,395,137,89,95
1500000US360610016002,360610016002,"Block Group 2, Census Tract 16, New York County, New York",272,105,159,70,73,55,86,61,30,26,56,56,113,94,70,68,43,69
1500000US360610016003,360610016003,"Block Group 3, Census Tract 16, New York County, New York",728,206,384,167,245,138,139,114,58,84,81,79,344,164,344,164,0,11
1500000US360610016004,360610016004,"Block Group 4, Census Tract 16, New York County, New York",504,141,267,128,222,122,45,58,0,11,45,58,237,100,180,94,57,46
1500000US360610016005,360610016005,"Block Group 5, Census Tract 16, New York County, New York",442,160,189,99,155,92,34,39,16,26,18,29,253,135,186,122,67,63
1500000US360610018001,360610018001,"Block Group 1, Census Tract 18, New York County, New York",457,131,231,99,191,98,40,35,0,11,40,35,226,116,172,101,54,66
1500000US360610018002,360610018002,"Block Group 2, Census Tract 18, New York County, New York",281,93,51,53,37,47,14,23,14,23,0,11,230,83,197,82,33,34
1500000US360610018003,360610018003,"Block Group 3, Census Tract 18, New York County, New York",732,168,139,83,120,75,19,30,19,30,0,11,593,155,392,162,201,94
1500000US360610018004,360610018004,"Block Group 4, Census Tract 18, New York County, New York",363,108,144,100,84,79,60,72,0,11,60,72,219,79,169,64,50,47
1500000US360610018005,360610018005,"Block Group 5, Census Tract 18, New York County, New York",382,129,202,123,101,69,101,107,101,107,0,11,180,108,151,105,29,35
1500000US360610018006,360610018006,"Block Group 6, Census Tract 18, New York County, New York",544,130,357,107,296,113,61,62,0,11,61,62,187,95,110,81,77,63
1500000US360610018007,360610018007,"Block Group 7, Census Tract 18, New York County, New York",359,120,146,79,33,35,113,74,35,41,78,75,213,116,110,91,103,81
1500000US360610020000,360610020000,"Block Group 0, Census Tract 20, New York County, New York",0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11
1500000US360610020001,360610020001,"Block Group 1, Census Tract 20, New York County, New York",922,129,532,142,196,83,336,118,31,45,305,108,390,109,390,109,0,11
1500000US360610020002,360610020002,"Block Group 2, Census Tract 20, New York County, New York",743,119,429,105,80,41,349,106,9,15,340,105,314,102,314,102,0,11
1500000US360610020003,360610020003,"Block Group 3, Census Tract 20, New York County, New York",232,67,132,52,46,40,86,44,0,11,86,44,100,54,100,54,0,11
1500000US360610021001,360610021001,"Block Group 1, Census Tract 21, New York County, New York",1457,176,828,161,793,155,35,41,0,11,35,41,629,145,455,134,174,84
1500000US360610021002,360610021002,"Block Group 2, Census Tract 21, New York County, New York",1419,157,746,142,668,141,78,54,0,11,78,54,673,157,465,141,208,115
1500000US360610022011,360610022011,"Block Group 1, Census Tract 22.01, New York County, New York",997,157,307,118,84,57,223,115,74,79,149,92,690,167,660,167,30,34
1500000US360610022012,360610022012,"Block Group 2, Census Tract 22.01, New York County, New York",379,104,129,73,84,55,45,49,0,11,45,49,250,103,151,94,99,54
1500000US360610022013,360610022013,"Block Group 3, Census Tract 22.01, New York County, New York",597,131,448,128,117,82,331,130,64,75,267,115,149,103,149,103,0,11
1500000US360610022014,360610022014,"Block Group 4, Census Tract 22.01, New York County, New York",1036,151,734,149,447,142,287,109,88,56,199,95,302,115,281,107,21,30
1500000US360610022021,360610022021,"Block Group 1, Census Tract 22.02, New York County, New York",1030,67,332,66,227,72,105,56,26,32,79,59,698,72,502,96,196,67
1500000US360610024000,360610024000,"Block Group 0, Census Tract 24, New York County, New York",0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11
1500000US360610024001,360610024001,"Block Group 1, Census Tract 24, New York County, New York",1475,141,953,171,293,104,660,161,15,18,645,164,522,142,451,134,71,58
1500000US360610024002,360610024002,"Block Group 2, Census Tract 24, New York County, New York",670,131,431,116,240,99,191,92,34,33,157,90,239,151,239,151,0,11
1500000US360610025000,360610025000,"Block Group 0, Census Tract 25, New York County, New York",0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11
1500000US360610025001,360610025001,"Block Group 1, Census Tract 25, New York County, New York",1302,132,816,157,349,113,467,138,69,70,398,122,486,126,486,126,0,11
1500000US360610025002,360610025002,"Block Group 2, Census Tract 25, New York County, New York",200,118,141,111,32,30,109,104,20,33,89,114,59,45,59,45,0,11
1500000US360610025003,360610025003,"Block Group 3, Census Tract 25, New York County, New York",484,134,384,145,168,78,216,128,92,95,124,86,100,56,95,55,5,8
1500000US360610026011,360610026011,"Block Group 1, Census Tract 26.01, New York County, New York",690,102,378,94,219,81,159,60,56,40,103,48,312,101,237,96,75,36
1500000US360610026012,360610026012,"Block Group 2, Census Tract 26.01, New York County, New York",849,90,473,96,241,82,232,86,69,51,163,72,376,101,292,96,84,41
1500000US360610026021,360610026021,"Block Group 1, Census Tract 26.02, New York County, New York",934,149,296,97,174,85,122,76,31,49,91,56,638,145,456,136,182,83
1500000US360610026022,360610026022,"Block Group 2, Census Tract 26.02, New York County, New York",1202,155,550,152,364,146,186,94,72,86,114,91,652,159,517,162,135,81
1500000US360610027001,360610027001,"Block Group 1, Census Tract 27, New York County, New York",597,49,353,59,225,50,128,53,27,29,101,51,244,61,199,62,45,29
1500000US360610028001,360610028001,"Block Group 1, Census Tract 28, New York County, New York",439,148,335,152,97,73,238,134,79,94,159,111,104,59,83,55,21,35
1500000US360610028002,360610028002,"Block Group 2, Census Tract 28, New York County, New York",705,155,280,128,178,101,102,87,0,11,102,87,425,143,425,143,0,11
1500000US360610028003,360610028003,"Block Group 3, Census Tract 28, New York County, New York",828,137,348,125,71,45,277,110,38,60,239,95,480,138,365,135,115,73
1500000US360610028004,360610028004,"Block Group 4, Census Tract 28, New York County, New York",1320,170,605,177,262,116,343,127,41,57,302,116,715,161,600,156,115,58
1500000US360610029001,360610029001,"Block Group 1, Census Tract 29, New York County, New York",403,105,125,58,108,59,17,27,0,11,17,27,278,91,278,91,0,11
1500000US360610029002,360610029002,"Block Group 2, Census Tract 29, New York County, New York",679,141,495,153,369,132,126,96,87,84,39,46,184,91,184,91,0,11
1500000US360610029003,360610029003,"Block Group 3, Census Tract 29, New York County, New York",764,154,307,103,156,80,151,91,70,58,81,71,457,135,373,127,84,60
1500000US360610029004,360610029004,"Block Group 4, Census Tract 29, New York County, New York",319,86,200,101,110,78,90,67,0,11,90,67,119,80,109,79,10,23
1500000US360610030011,360610030011,"Block Group 1, Census Tract 30.01, New York County, New York",843,157,101,73,50,44,51,55,39,51,12,20,742,150,578,142,164,90
1500000US360610030012,360610030012,"Block Group 2, Census Tract 30.01, New York County, New York",611,137,57,43,42,36,15,24,15,24,0,11,554,137,381,146,173,72
1500000US360610030013,360610030013,"Block Group 3, Census Tract 30.01, New York County, New York",407,107,63,51,30,34,33,39,0,11,33,39,344,108,278,97,66,58
1500000US360610030014,360610030014,"Block Group 4, Census Tract 30.01, New York County, New York",451,106,155,97,72,45,83,81,16,25,67,82,296,99,180,88,116,77
1500000US360610030021,360610030021,"Block Group 1, Census Tract 30.02, New York County, New York",909,101,242,72,115,56,127,54,15,16,112,51,667,105,500,102,167,70
1500000US360610030022,360610030022,"Block Group 2, Census Tract 30.02, New York County, New York",847,112,189,88,87,59,102,73,3,14,99,70,658,127,612,126,46,39
1500000US360610031001,360610031001,"Block Group 1, Census Tract 31, New York County, New York",730,75,293,67,267,64,26,21,0,11,26,21,437,72,319,66,118,41
1500000US360610032001,360610032001,"Block Group 1, Census Tract 32, New York County, New York",900,187,235,127,97,75,138,110,0,11,138,110,665,200,447,187,218,118
1500000US360610032002,360610032002,"Block Group 2, Census Tract 32, New York County, New York",401,128,58,73,58,73,0,11,0,11,0,11,343,143,208,120,135,127
1500000US360610032003,360610032003,"Block Group 3, Census Tract 32, New York County, New York",921,228,321,149,185,110,136,113,89,104,47,52,600,243,600,243,0,11
1500000US360610032004,360610032004,"Block Group 4, Census Tract 32, New York County, New York",352,125,126,92,88,78,38,46,25,41,13,25,226,120,182,115,44,42
1500000US360610032005,360610032005,"Block Group 5, Census Tract 32, New York County, New York",273,103,59,94,59,94,0,11,0,11,0,11,214,113,95,83,119,92
1500000US360610032006,360610032006,"Block Group 6, Census Tract 32, New York County, New York",893,252,256,192,183,174,73,91,53,84,20,33,637,199,492,185,145,95
1500000US360610032007,360610032007,"Block Group 7, Census Tract 32, New York County, New York",731,164,70,77,70,77,0,11,0,11,0,11,661,188,554,191,107,82
1500000US360610033001,360610033001,"Block Group 1, Census Tract 33, New York County, New York",1348,149,517,138,481,133,36,37,10,18,26,32,831,181,579,170,252,110
1500000US360610033002,360610033002,"Block Group 2, Census Tract 33, New York County, New York",253,90,184,92,184,92,0,11,0,11,0,11,69,41,69,41,0,11
1500000US360610033003,360610033003,"Block Group 3, Census Tract 33, New York County, New York",697,152,456,114,422,107,34,33,0,11,34,33,241,137,222,133,19,27
1500000US360610034001,360610034001,"Block Group 1, Census Tract 34, New York County, New York",1044,214,206,84,172,75,34,51,0,11,34,51,838,214,636,197,202,121
1500000US360610034002,360610034002,"Block Group 2, Census Tract 34, New York County, New York",746,160,198,113,198,113,0,11,0,11,0,11,548,176,384,157,164,91
1500000US360610034003,360610034003,"Block Group 3, Census Tract 34, New York County, New York",975,198,153,94,88,74,65,74,0,11,65,74,822,197,662,194,160,123
1500000US360610034004,360610034004,"Block Group 4, Census Tract 34, New York County, New York",1026,221,180,93,131,74,49,60,0,11,49,60,846,220,684,211,162,95
1500000US360610036011,360610036011,"Block Group 1, Census Tract 36.01, New York County, New York",364,84,179,72,76,49,103,55,42,35,61,42,185,67,159,66,26,31
1500000US360610036012,360610036012,"Block Group 2, Census Tract 36.01, New York County, New York",428,79,219,77,85,47,134,72,83,60,51,41,209,71,181,62,28,34
1500000US360610036013,360610036013,"Block Group 3, Census Tract 36.01, New York County, New York",646,83,249,70,122,50,127,56,54,38,73,52,397,87,377,87,20,21
1500000US360610036021,360610036021,"Block Group 1, Census Tract 36.02, New York County, New York",789,105,238,89,186,91,52,38,29,27,23,28,551,104,421,103,130,50
1500000US360610036022,360610036022,"Block Group 2, Census Tract 36.02, New York County, New York",625,98,185,70,127,64,58,32,10,15,48,34,440,101,360,101,80,37
1500000US360610037000,360610037000,"Block Group 0, Census Tract 37, New York County, New York",0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11
1500000US360610037001,360610037001,"Block Group 1, Census Tract 37, New York County, New York",370,76,165,57,139,52,26,24,20,22,6,11,205,70,101,43,104,64
1500000US360610037002,360610037002,"Block Group 2, Census Tract 37, New York County, New York",552,105,115,58,80,46,35,29,11,18,24,23,437,96,344,88,93,65
1500000US360610037003,360610037003,"Block Group 3, Census Tract 37, New York County, New York",439,86,151,64,107,64,44,31,11,16,33,31,288,86,263,85,25,26
1500000US360610038001,360610038001,"Block Group 1, Census Tract 38, New York County, New York",731,189,69,67,69,67,0,11,0,11,0,11,662,202,458,167,204,135
1500000US360610038002,360610038002,"Block Group 2, Census Tract 38, New York County, New York",409,158,124,118,42,67,82,98,27,41,55,89,285,153,211,152,74,59
1500000US360610038003,360610038003,"Block Group 3, Census Tract 38, New York County, New York",743,182,320,151,320,151,0,11,0,11,0,11,423,183,260,146,163,149
1500000US360610038004,360610038004,"Block Group 4, Census Tract 38, New York County, New York",645,211,21,34,0,11,21,34,0,11,21,34,624,212,554,220,70,58
1500000US360610038005,360610038005,"Block Group 5, Census Tract 38, New York County, New York",1220,271,63,54,63,54,0,11,0,11,0,11,1157,285,982,298,175,88
1500000US360610038006,360610038006,"Block Group 6, Census Tract 38, New York County, New York",514,190,90,105,90,105,0,11,0,11,0,11,424,170,339,167,85,73
1500000US360610038007,360610038007,"Block Group 7, Census Tract 38, New York County, New York",756,189,168,111,150,119,18,29,18,29,0,11,588,163,341,130,247,144
1500000US360610039000,360610039000,"Block Group 0, Census Tract 39, New York County, New York",0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11
1500000US360610039001,360610039001,"Block Group 1, Census Tract 39, New York County, New York",725,173,385,171,374,170,11,19,0,11,11,19,340,113,294,120,46,43
1500000US360610039002,360610039002,"Block Group 2, Census Tract 39, New York County, New York",738,148,139,73,83,63,56,41,11,18,45,43,599,153,558,152,41,39
1500000US360610039003,360610039003,"Block Group 3, Census Tract 39, New York County, New York",413,123,205,97,112,67,93,81,23,27,70,80,208,108,157,92,51,65
1500000US360610039004,360610039004,"Block Group 4, Census Tract 39, New York County, New York",652,125,517,111,416,105,101,72,15,24,86,67,135,88,135,88,0,11
1500000US360610040001,360610040001,"Block Group 1, Census Tract 40, New York County, New York",1268,286,395,245,274,169,121,165,121,165,0,11,873,291,512,223,361,184
1500000US360610040002,360610040002,"Block Group 2, Census Tract 40, New York County, New York",398,178,17,29,17,29,0,11,0,11,0,11,381,186,206,155,175,162
1500000US360610040003,360610040003,"Block Group 3, Census Tract 40, New York County, New York",302,107,64,62,26,49,38,58,0,11,38,58,238,87,182,78,56,63
1500000US360610040004,360610040004,"Block Group 4, Census Tract 40, New York County, New York",411,143,62,65,62,65,0,11,0,11,0,11,349,143,257,158,92,73
1500000US360610040005,360610040005,"Block Group 5, Census Tract 40, New York County, New York",886,252,103,94,84,90,19,31,19,31,0,11,783,257,593,237,190,122
1500000US360610040006,360610040006,"Block Group 6, Census Tract 40, New York County, New York",882,177,179,107,133,119,46,59,0,11,46,59,703,193,469,157,234,145
1500000US360610041001,360610041001,"Block Group 1, Census Tract 41, New York County, New York",445,145,98,70,86,72,12,18,12,18,0,11,347,140,246,133,101,86
1500000US360610041002,360610041002,"Block Group 2, Census Tract 41, New York County, New York",400,127,236,114,156,86,80,79,80,79,0,11,164,96,164,96,0,11
1500000US360610041003,360610041003,"Block Group 3, Census Tract 41, New York County, New York",712,181,348,158,304,162,44,43,0,11,44,43,364,142,264,113,100,94
1500000US360610041004,360610041004,"Block Group 4, Census Tract 41, New York County, New York",697,157,360,134,176,74,184,119,40,45,144,113,337,123,175,75,162,115
1500000US360610041005,360610041005,"Block Group 5, Census Tract 41, New York County, New York",478,142,212,109,180,107,32,43,0,11,32,43,266,117,245,114,21,26
1500000US360610041006,360610041006,"Block Group 6, Census Tract 41, New York County, New York",591,163,150,102,118,97,32,49,0,11,32,49,441,144,289,138,152,87
1500000US360610042001,360610042001,"Block Group 1, Census Tract 42, New York County, New York",921,118,332,106,229,90,103,67,45,57,58,37,589,108,436,93,153,64
1500000US360610042002,360610042002,"Block Group 2, Census Tract 42, New York County, New York",621,109,214,99,172,82,42,40,32,37,10,16,407,77,293,70,114,58
1500000US360610043001,360610043001,"Block Group 1, Census Tract 43, New York County, New York",1092,167,210,79,176,70,34,38,18,29,16,25,882,166,710,170,172,83
1500000US360610043002,360610043002,"Block Group 2, Census Tract 43, New York County, New York",530,131,187,111,160,106,27,31,0,11,27,31,343,118,251,122,92,54
1500000US360610043003,360610043003,"Block Group 3, Census Tract 43, New York County, New York",692,149,317,138,213,106,104,95,20,29,84,91,375,104,205,74,170,96
1500000US360610044000,360610044000,"Block Group 0, Census Tract 44, New York County, New York",0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11
1500000US360610044001,360610044001,"Block Group 1, Census Tract 44, New York County, New York",1554,294,578,259,454,236,124,163,0,11,124,163,976,306,666,301,310,164
1500000US360610044002,360610044002,"Block Group 2, Census Tract 44, New York County, New York",446,170,171,156,66,105,105,122,65,103,40,64,275,135,245,134,30,54
1500000US360610044003,360610044003,"Block Group 3, Census Tract 44, New York County, New York",1123,213,290,125,207,102,83,96,0,11,83,96,833,219,604,238,229,139
1500000US360610044004,360610044004,"Block Group 4, Census Tract 44, New York County, New York",442,190,178,139,136,143,42,69,0,11,42,69,264,174,126,177,138,99
1500000US360610044005,360610044005,"Block Group 5, Census Tract 44, New York County, New York",1250,350,552,254,299,166,253,226,0,11,253,226,698,283,390,209,308,241
1500000US360610044006,360610044006,"Block Group 6, Census Tract 44, New York County, New York",381,142,142,89,86,99,56,63,29,47,27,44,239,149,146,139,93,87
1500000US360610044007,360610044007,"Block Group 7, Census Tract 44, New York County, New York",1636,300,285,171,154,131,131,109,0,11,131,109,1351,313,1039,297,312,193
1500000US360610044008,360610044008,"Block Group 8, Census Tract 44, New York County, New York",1113,229,560,231,429,199,131,162,89,148,42,69,553,270,349,220,204,175
1500000US360610045001,360610045001,"Block Group 1, Census Tract 45, New York County, New York",420,81,228,45,180,42,48,29,30,23,18,19,192,65,151,58,41,23
1500000US360610047001,360610047001,"Block Group 1, Census Tract 47, New York County, New York",523,109,66,47,57,43,9,16,0,11,9,16,457,118,410,115,47,46
1500000US360610047002,360610047002,"Block Group 2, Census Tract 47, New York County, New York",785,103,340,90,314,90,26,30,0,11,26,30,445,105,293,100,152,62
1500000US360610048001,360610048001,"Block Group 1, Census Tract 48, New York County, New York",595,147,185,89,185,89,0,11,0,11,0,11,410,130,309,118,101,71
1500000US360610048002,360610048002,"Block Group 2, Census Tract 48, New York County, New York",543,134,226,105,186,97,40,64,0,11,40,64,317,113,264,104,53,67
1500000US360610048003,360610048003,"Block Group 3, Census Tract 48, New York County, New York",267,105,33,41,33,41,0,11,0,11,0,11,234,100,234,100,0,11
1500000US360610048004,360610048004,"Block Group 4, Census Tract 48, New York County, New York",799,167,64,54,50,48,14,26,14,26,0,11,735,169,617,176,118,83
1500000US360610048005,360610048005,"Block Group 5, Census Tract 48, New York County, New York",531,129,153,110,120,98,33,39,33,39,0,11,378,125,141,100,237,111
1500000US360610048006,360610048006,"Block Group 6, Census Tract 48, New York County, New York",658,148,186,100,153,109,33,50,0,11,33,50,472,139,316,139,156,85
1500000US360610048007,360610048007,"Block Group 7, Census Tract 48, New York County, New York",0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11
1500000US360610049001,360610049001,"Block Group 1, Census Tract 49, New York County, New York",608,144,425,122,329,108,96,61,24,27,72,57,183,101,156,96,27,31
1500000US360610049002,360610049002,"Block Group 2, Census Tract 49, New York County, New York",978,149,172,85,172,85,0,11,0,11,0,11,806,148,660,156,146,86
1500000US360610049003,360610049003,"Block Group 3, Census Tract 49, New York County, New York",868,167,33,32,26,28,7,14,0,11,7,14,835,168,667,172,168,96
